"uuid","name","description","class","shortname","child.1","child.2","child.3","child.4","child.5","child.6","child.7","child.8","child.9","child.10","child.11","child.12","child.13","child.14","child.15","child.16","child.17","child.18","child.19","child.20","child.21","child.22","child.23","child.24","child.25","child.26","child.27","child.28","child.29","child.30","child.31","child.32","child.33","child.34","child.35","child.36","child.37","child.38","child.39","child.40","child.41","child.42","child.43","child.44","child.45","child.46","child.47","child.48","child.49","child.50","child.51","child.52","child.53","child.54","child.55","child.56","child.57","child.58","child.59","child.60","child.61","child.62","child.63","child.64","child.65","child.66","child.67","child.68","reference-term-source","reference-term-code","reference-term-relationship"
"6339c6e4-a42b-4c34-82a1-08cc7721884f","Cancer Registration, Clinical Details",,"Misc","Clinical Details","Cancer Registration, Site","Cancer Registration, Paired Organ","Cancer Registration, Head and Neck","Cancer Registration, Gastro Intestinal","Cancer Registration, Genitourinary","Cancer Registration, Gynecology","Cancer Registration, Musculo skeletal","Cancer Registration, Skin","cancer Registration, Breast","Cancer Registration, Others","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"dd672b56-ae7f-4ddc-b71c-ce1012db2680","Cancer Registration, Stage",,"Misc","Stage","Cancer Registration, T","Cancer Registration, N","Cancer Registration, M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"3d4cbf52-9dab-4e55-8957-e9319fa603b8","Consultation Images",,"Misc",,"Image","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"6b542a3c-5bbe-429c-b160-5c2a5758f199","Cancer Registration, Documents & Clinical Images",,"Misc","Documents & Clinical Images","Consultation Images","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"a838fc27-7406-47c9-8bb6-de1f1ed22a78","Cancer Registration Template",,"Misc","Cancer Registration","Cancer Registration, Cancer Registration No.","Cancer Registration, Occupation","Cancer Registration, Education status","Cancer Registration, Total monthly income of family","Cancer Registration, Socioeconomic class","Cancer Registration, Details of acquaintance/caretaker","Cancer Registration, Personal address","Cancer Registration, Additional address 1","Cancer Registration, Additional address 2","Cancer Registration, Distance from JSS","Cancer Registration, Mode of transport","Cancer Registration,Cost of transport","Cancer Registration, Clinical Details","Cancer Registration, Basis of Diagnosis","Cancer Registration, Histopathological diagnosis","Cancer Registration, Stage","Cancer Registration, Grade","Cancer Registration, Metastasis","Cancer Registration, Metastasis - If Yes","Cancer Registration, Co-morbid conditions","Cancer Registration, Addictions","Cancer Registration, Previous history of cancer","Cancer Registration, Previous history of cancer - If Yes","Cancer Registration, Family history of cancer","Family history of cancer - If Yes Details","Cancer Registration, Treatment intent","Mode Of Payment","Cancer Registration, Average cost for treatment per month","Cancer Registration, Patient expectations","Cancer Registration, Documents & Clinical Images","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"9229bd7d-9453-4d91-a1c2-1ac40b6e4d0a","Quality of Life assessment (EORTC QLQ-C15-PAL)",,"Misc","Quality of Life assessment (EORTC QLQ-C15-PAL)","Do you have any trouble taking a short walk outside of the house?","Do you need to stay in bed or a chair during the day?","Do you need help with eating, dressing, washing yourself or using toilet?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"b07ca58e-d1d2-4d95-b2f0-d3210b237272","Palliative Care Assessment, During the past week",,"Misc","During the past week","Were you short of breath?","Have you had pain?","Have you had trouble sleeping?","Have you felt weak?","Have you lacked appetite?","Have you felt nauseated?","Have you been constipated?","Were you tired?","Did pain interfere with your daily activities?","Did you feel tense?","Did you feel depressed?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"f309e574-368d-4b6d-998b-d600b14d9c2f","For the following question please circle the number between 1 and 7 that best applies to you",,"Misc","For the following question please circle the number between 1 and 7 that best applies to you","How would you rate your overall quality of life during the past week?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"94f9e98e-7333-4968-8621-8083f049f3c2","Palliative Care Assessment Template",,"Misc","Palliative Care Assessment","Palliative Care Assessment, Complaints","Palliative Care Assessment, Wong-Baker faces pain rating scale","Performance status (ECOG)","Quality of Life assessment (EORTC QLQ-C15-PAL)","Palliative Care Assessment, During the past week","For the following question please circle the number between 1 and 7 that best applies to you","Next follow up Date","Plan for next follow up","Changes in ongoing treatment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"73729d47-806a-440d-bcb9-908e558092c2","Breast Pathology, General",,"Misc","General","Breast Pathology, Marital status","Marital status, If yes, Since","Breast Pathology, Weight","Breast Pathology, Height","Breast Pathology, BMI","Breast Pathology, Physically disabled","Residence","Time taken to reach JSS","Breast Pathology, Mode of transport","Breast Pathology, Approach any health care facility","Approach any health care facility, If No, Why","Breast Pathology, Comorbidities (If any)","Past history of any cancer","Past history of any cancer, If yes, Which","Past history of surgery (if any)","Past history of surgery (if any), If Yes, Which","Past history of Drug/Hormonal intake","Past history of Drug/Hormonal intake, If Yes, Which","Any Addictions","Any Addictions, If Yes Which","Exposure to radiations","Exposure to radiations, If Yes, Which","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"a392d20b-fd29-4789-b518-b78fe8406a57","Breast Pathology, Menstrual History",,"Misc","Menstrual History","Age at menarche","Menopause attained","Menopause attained, If Yes at years","Breast Pathology, Cycles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"64e3d8ba-f819-467f-be0f-1bde0401f4c7","Pregnancy and Postnatal History",,"Misc","Pregnancy and Postnatal History","Breast Pathology, Age at marriage","Number of pregnancy","Number of children alive","Number of abortion/Still birth","Breast Pathology, Age at 1st child birth","Breastfed baby","Breastfed baby, If Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"06212670-ae04-407d-8da1-220a88dbb549","Breast Pathology, Present complaints, Lump",,"Misc","Lump","Present complaints, Lump","Lump, Type","Breast Pathology, Present complaints, Lump, Since","Lump, Side","Lump, Number","Lump, Site","Lump, Size","Lump, Consistency","Mobility","Breast Cancer, Skin Involvement","Lump, Pain","Lump, Pain If Yes,Since","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"82e9f2e0-783a-4568-b86a-0f3ec9b988af","Breast Pathology, Present complaints, Lymph Node",,"Misc","Lymph Node","Present complaints, Lymph Node","Present complaints, Lymph Node, If Yes, Since","Present complaints, Lymph Node, Side","Present complaints, Lymph Node, Number","Present complaints, Lymph Node, Largest Size","Present complaints, Lymph Node, Consistency","Present complaints, Lymph Node, Mobility","Present complaints, Lymph Node, Axillary","Lymph Node, Supra clavicular","Lymph Node, Infra clavicular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"ef102506-0136-4be1-a617-2a0f66532d23","Breast Pathology, Present complaints",,"Misc","Present complaints","Present complaints, Discharge, If yes, Since","Breast Pathology, Present complaints, Lump","Breast Pathology, Present complaints, Lymph Node","Breast Pathology, Present complaints, Discharge","Present complaints, Discharge, If yes, What ?","Breast Pathology, Present complaints, Ulcer","Present complaints, Ulcer, If Yes, Size","Present complaints, Ulcer, If Yes, Since","Breast Pathology, Present complaints, Dimpling","Present complaints, Dimpling, If Yes Since","Breast Pathology, Present complaints, Puckering","Present complaints, Puckering, If Yes, Since","Breast Pathology, Present complaints, Inverted nipple","Present complaints, Inverted nipple, If Yes, Since","Breast Pathology, Present complaints, Any Others","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"3d4cbf52-9dab-4e55-8957-e9319fa603b8","Consultation Images",,"Misc",,"Image","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"60641b49-c1ac-4ca1-af1b-b6e23b6be5c2","Patient Assessment form Breast Pathology Template",,"Misc",,"Breast Pathology, General","Breast Pathology, Menstrual History","Pregnancy and Postnatal History","Breast Pathology, Present complaints","Consultation Images","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"e546d4ae-59ce-4c05-95e5-23a51074d229","Breast USG Reporting, USG Findings",,"Misc","USG Findings","USG Findings, Right breast","USG Findings, Right Axilla","USG Findings, Left Breast","USG Findings, Left Axilla","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"3d4cbf52-9dab-4e55-8957-e9319fa603b8","Consultation Images",,"Misc",,"Image","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"6da83682-3a52-4ee2-af80-68a7b1809178","Breast USG Reporting Template",,"Misc",,"Breast Pathology, Marital status","Breast Pathology, Weight","Breast Pathology, Height","Breast Pathology, BMI","Breast Pathology, Physically disabled","Residence","Indication for the USG","Breast USG Reporting, USG Findings","Consultation Images","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"ac32c7fe-7e25-419c-95e6-7a877d24e5cb","Epilepsy Intake Template",,"Misc","Epilepsy - Intake","Epilepsy, Date of Diagnosis","Epilepsy, Weight at diagnosis","Epilepsy, Height at diagnosis","Epilepsy, Type of disease","Any physical injury due to seizures?","School going children","School drop out due to seizure disorder?","Epilepsy, CT/MRI Finding","Epilepsy, Remarks","Date of next visit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"4c751014-a82a-4fc0-acd4-cefe22821ace","Medicine side effects",,"Misc",,"Are there any medicine side effects","Medicine side effects, If  Weakness","Medicine side effects, If Giddiness","Medicine side effects, If Gets angry","Medicine side effects, If Vision problem","Medicine side effects, If Tremor in legs/hands","Medicine side effects, If Weight gain/Weight loss","Medicine side effects, If Loss of hair/Hair growth","Medicine side effects, If Issues in menstrual cycle","Medicine side effects, If Gum hypertrophy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"954fbe1a-f9c4-45e2-a2cd-b2344e859fb9","Medication Phenobarbitone",,"Misc","Phenobarbitone","Phenobarbitone Dose","Phenobarbitone for how many days","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"4be57916-ac8f-4674-a16b-9ed4336de44a","Medication Carbamezepine",,"Misc","Carbamezepine","Carbamezepine Dose","Carbamezepine for how many days","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"a7f39b71-937f-49e6-8c20-a4e2fe52c0a7","Medication Phenytoin",,"Misc","Phenytoin","Phenytoin Dose","Phenytoin for how many days","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"4d1ed9bb-db8c-4cf8-8c8c-265dd8da68c3","Medication Valproic acid",,"Misc","Valproic acid","Valproic acid Dose","Valproic acid for how many days","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"28f1ad8e-2053-47d5-9e92-827c0250f674","Medication",,"Misc",,"Medicine","Medication Phenobarbitone","Medication Carbamezepine","Medication Phenytoin","Medication Valproic acid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"16b1e612-da71-464b-845c-dfd2fefc20b1","Followup Referral",,"Misc","Referral","Does patient require neuro referral","Place of referral","Other place of referral","Referral reason","Other Referral reason","Date of next visit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"0e9b882a-45c5-4b4b-8968-612a47be4d50","Epilepsy Follow up Template",,"Misc","Epilepsy Follow up Template","Epilepsy, Visit Date","Have you filled the epilepsy diary?","How many seizures in last month (see the diary and write)","Any Complication during the seizures?","Any Complication during the seizures? If Yes","Doing well","Any new complaint","Any new complaint ? If Yes","No.of days Medicine taken previous month","Compliance of previous month","If compliance poor, reasons for not taking medicines","Epilepsy, Other, specify","Are you taking medicines correctly?","If No, what is the problem","Medicine Status","Medicine side effects","Medicine side effects, Other","Patient treatment status","Control over seizures","Medication","Followup Referral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"d3cd1b82-45a4-4547-b332-50f58294ee68","Gutkha Habit If Yes",,"Misc","Gutkha Habit If Yes","Frequency","Quantity per Episode","Duration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"41cf5be4-f35a-4a53-b3ca-68be31dd4999","Alcohol Habit If Yes",,"Misc","Alcohol Habit If Yes","Frequency","Quantity per Episode","Duration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"8ec7fe57-1cd0-4747-b58b-f32814ac070d","Smoking Habit If Yes",,"Misc","Smoking Habit If Yes","Frequency","Quantity per Episode","Duration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"a17c9978-226a-4fcc-abf6-3c941603ff7e","Tobacco Habit If Yes",,"Misc","Tobacco Habit If Yes","Frequency","Quantity per Episode","Duration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"d960814d-a0f0-4be9-b939-db3b2da296c0","Ganja Habit If Yes",,"Misc","Ganja Habit If Yes","Frequency","Quantity per Episode","Duration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"43f22461-114e-4d8a-9d9d-004c10f5ca9f","Investigations",,"Misc","Investigations","Lab Investigation Notes","Radiology Notes","Image","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"b87289fc-3486-4435-9b79-4fbceb529c1c","Next Follow Up",,"Misc",,"Next follow up Date","Plan for next follow up","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"3e5fc474-a589-4d24-8fef-fe452d197fd8","Dental Template",,"Misc","Dental Template","Chief Complaint","Duration Within","Past Medical History","Medical History, Other","Past Dental History","Other Dental History","Habits","Gutkha Habit If Yes","Alcohol Habit If Yes","Smoking Habit If Yes","Tobacco Habit If Yes","Ganja Habit If Yes","Dental, Examination","Other Examitation","Investigations","Dental Advice","Other Advice","Dental Treatment","Next Follow Up","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"87e347f8-e7c0-416e-9ae0-eaa31df613a6","Seizure Intake Template",,"Misc","Seizure Intake","Seizure, Diagnosis Date","Type of seizure","Place of presentation","Cause of seizure","Seizure, Other","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"5d02eee7-a189-4390-be84-6586f02cfc80","Admission Discharge Details",,"Misc",,"Date of Admission","Date of Discharge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"54c54be7-4874-4485-804c-453b81b36b34","SSI Details",,"Misc",,"Type SSI Details","Associated Risk Factors","Post Operative Day","Manegement","Other Manegment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"811c9dd8-920e-4164-96a9-834857f0c8a5","SSI-NABH Template",,"Misc","SSI-NABH","Admission Discharge Details","Indication SSI","Operation Date / Time","Name Of Surgery","Type of Surgery SSI","SSI,Type of Anesthesia","SSI Details","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"502f835d-a3ad-477e-9981-0a9fa10bd032","OPD Followup Non attendance Record Template",,"ConvSet",,"OPD Followup Date","Reasons for not Coming","Other OPD Followup Template","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"d1b5be1e-cbb6-4411-bbde-8eb113e1f7ee","Pre Operation Symptoms, TFT",,"Misc","TFT","Pre Operation Symptoms,T3","Pre Operation Symptoms, T4","T3H","TFT, Other","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"7d7f0cae-6db4-43cc-b8a4-9d995b22c95c","Pre Operation Lab",,"Misc",,"S. Calcium","S. Calcitonin","Anti Thyroglobulin","Anti TPO Ab","Pre Operation Symptoms, Other","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"f738666b-2deb-4798-a1f5-be9b7ca5f07e","POD-1",,"Misc",,"POD-1, Drain output in mL","POD-1, Serum Ca in mg/dL","POD-1, Voice change","POD-1, Hematoma","POD-1, Fever","POD-1, Pain","POD-1, Paresthesia/numbness of perioral or fingertips","POD-1, Tingling sensation  of perioral or fingertips","POD-1, Muscle stiffness/cramps/spasms","POD-1, Chvostek sign","POD-1, Trousseau sign","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"316a4858-40a1-4ac5-85d9-409547e6aff7","POD-2",,"Misc",,"POD-2, Drain output in mL","POD-2, Serum Ca in mg/dL","POD-2, Voice change","POD-2, Hematoma","POD-2, Fever","POD-2, Pain","POD-2, Paresthesia/numbness of perioral or fingertips","POD-2, Tingling sensation  of perioral or fingertips","POD-2, Muscle stiffness/cramps/spasms","POD-2, Chvostek sign","POD-2, Trousseau sign","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"65c8c020-d51b-4e0d-8e1f-eed6f30de342","POD-3",,"Misc",,"POD-3, Drain output in mL","POD-3, Serum Ca in mg/dL","POD-3, Voice change","POD-3, Hematoma","POD-3, Fever","POD-3, Pain","POD-3, Paresthesia/numbness of perioral or fingertips","POD-3, Tingling sensation  of perioral or fingertips","POD-3, Muscle stiffness/cramps/spasms","POD-3, Chvostek sign","POD-3, Trousseau sign","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"0acd97bb-dc5b-4e63-9f17-91c4303a3918","Post OP Drain Output",,"Misc",,"POD-1","POD-2","POD-3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"f6eaba03-242d-4a46-b6c4-794e4d7bed59","Thyroidectomy Thesis Template",,"Misc",,"Thyroidectomy, Name Of Surgery","Thyroidectomy, Indication of surgery","Indication of surgery, Other","Thyroidectomy, Comorbidities","Thyroidectomy, Date of Surgery","Pre Operation Symptoms","Thyroid States","Benign","Malignant","FNAC","FNAC, Other","USG","USG, Other","Imaging","Pre Operation Symptoms, TFT","Pre Operation Lab","Intra OP Findings","Post OP Drain Output","Follow up after 3 months","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"f2050354-9e9c-4762-af3c-016cb40ed6c6","Clinical Service For NABH Template",,"Misc","Clinical Service For NABH","Clinical Service Visit Type","Service Type","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"8de68479-2dfc-11e4-894f-60175255b68f","All Observation Templates",,"ConvSet","All Observation templates","History and Examination","Vitals","Second Vitals","Obstetrics","Ayushman Bharat Template","Gynaecology","Discharge Summary","Diabetes Intake Template","Diabetes Followup Template","Diabetes Counselling Template","Operation Notes Template","Blood Transfusion Template","Tuberculosis Intake Template","Tuberculosis Followup Template","Tuberculosis Lab Template","Tuberculosis Village Program Followup Template","Tuberculosis Family Member Screening Template","Tuberculosis  Ward Template","Nutritional Supplement Template","HIV Family Member Screening Template","Hepatitis B Family Member Screening Template","Breast Cancer Intake Template","Breast Cancer Followup Template","Cervical Cancer Template","Oral Cancer Template","Psychiatry Intake Template","Psychiatry Followup Template","ANC Template","Hypertension Intake Template","Smart card Template","Echo Template","Cardiology template","RMRCT Form","Referral Form","Sickle Cell Disease Intake Template","Sickle Cell Disease Followup Template","CBNAAT Prospective Study – Q1 Template","CBNAAT Prospective Study – Q2 Template","Diabetic Foot Study Template","OB USG Template","Death Template","ECG Report","Spirometry Report","Birth Template","Community Program Referral Form","Pain Study Template","Medical Complicated Pregnancy Intake Template","Proforma for Descriptive Study On Empyema","PROFORMA FOR EVALUATION OF LOW BACK ACHE","HER2 NEU Gastric Cancer","Surgical Site Infection Template","Medical Complicated Pregnancy Followup Template","Extrapulmonary Tuberculosis Template","OPD Speciality Template","History/Exam (Non-Physician Staff)","Cancer Registration Template","Palliative Care Assessment Template","Patient Assessment form Breast Pathology Template","Breast USG Reporting Template","Epilepsy Intake Template","Epilepsy Follow up Template","Dental Template","Seizure Intake Template","SSI-NABH Template","OPD Followup Non attendance Record Template","Thyroidectomy Thesis Template","Clinical Service For NABH Template","",,,
