concept,conceptuuid,conceptanswer,conceptansweruuid
Position,69a95145-505b-497a-9fc9-61fcc5d2ff59,Breach,37006041-5287-4913-b409-0ff8d0065557
Position,69a95145-505b-497a-9fc9-61fcc5d2ff59,Vertex,d49d3369-74aa-4d45-a1f0-6578453fddb6
Position,69a95145-505b-497a-9fc9-61fcc5d2ff59,Transverse,901014fd-60bb-4843-a319-c3d58e2bdb19
FHS,7c6d3fc6-6a9f-4b44-beef-8c2200da5281,Actual data entry/min,b4f90265-4c84-492f-8ee5-8358dcb54966
FHS,7c6d3fc6-6a9f-4b44-beef-8c2200da5281,NA,7efbfba4-66d1-4510-9024-aaaedf439392
FHS,7c6d3fc6-6a9f-4b44-beef-8c2200da5281,Not audible/Can't locate,05580ea9-fb5c-4f8f-aeae-8c120950de92
FHS,7c6d3fc6-6a9f-4b44-beef-8c2200da5281,Audible,d67f3971-30cf-4293-83f7-f0f10f5f843d
Foetus movement,31651632-0acb-4ee5-a0f3-1628bbed456c,NA,7efbfba4-66d1-4510-9024-aaaedf439392
Foetus movement,31651632-0acb-4ee5-a0f3-1628bbed456c,Increased,f9001edc-0f9a-4eb3-949c-3238ee8adecb
Foetus movement,31651632-0acb-4ee5-a0f3-1628bbed456c,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Foetus movement,31651632-0acb-4ee5-a0f3-1628bbed456c,No foetal movement,99a2d857-20e0-4bcf-acc8-2f0be2c70663
Foetus movement,31651632-0acb-4ee5-a0f3-1628bbed456c,Decreased,dd14086c-77ca-47d0-9593-d1a1bbfde905
Foetus movement,31651632-0acb-4ee5-a0f3-1628bbed456c,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Foetus movement,31651632-0acb-4ee5-a0f3-1628bbed456c,As it is,64238ece-a3d6-4bfe-b666-a2d09b9360d9
Position of baby 2,1887a0e8-81d4-477c-a3d7-103a929d7e7b,NA,7efbfba4-66d1-4510-9024-aaaedf439392
Position of baby 2,1887a0e8-81d4-477c-a3d7-103a929d7e7b,Transverse,901014fd-60bb-4843-a319-c3d58e2bdb19
Position of baby 2,1887a0e8-81d4-477c-a3d7-103a929d7e7b,Breach,37006041-5287-4913-b409-0ff8d0065557
Position of baby 2,1887a0e8-81d4-477c-a3d7-103a929d7e7b,Vertex,d49d3369-74aa-4d45-a1f0-6578453fddb6
FHS of baby 2,3c83c5d7-8c02-49d1-bde4-9e74cd5c8b31,Not audible/Can't locate,05580ea9-fb5c-4f8f-aeae-8c120950de92
FHS of baby 2,3c83c5d7-8c02-49d1-bde4-9e74cd5c8b31,Audible,d67f3971-30cf-4293-83f7-f0f10f5f843d
FHS of baby 2,3c83c5d7-8c02-49d1-bde4-9e74cd5c8b31,NA,7efbfba4-66d1-4510-9024-aaaedf439392
Foetal movement baby 2,4bd77a68-14cc-4dc2-b283-eff91894ed34,Decreased,dd14086c-77ca-47d0-9593-d1a1bbfde905
Foetal movement baby 2,4bd77a68-14cc-4dc2-b283-eff91894ed34,Increased,f9001edc-0f9a-4eb3-949c-3238ee8adecb
Foetal movement baby 2,4bd77a68-14cc-4dc2-b283-eff91894ed34,NA,7efbfba4-66d1-4510-9024-aaaedf439392
Foetal movement baby 2,4bd77a68-14cc-4dc2-b283-eff91894ed34,As it is,64238ece-a3d6-4bfe-b666-a2d09b9360d9
Foetal movement baby 2,4bd77a68-14cc-4dc2-b283-eff91894ed34,No foetal movement,99a2d857-20e0-4bcf-acc8-2f0be2c70663
Breast examination,7259b0fa-c8d1-4e04-8d13-7dbc05f0169b,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Breast examination,7259b0fa-c8d1-4e04-8d13-7dbc05f0169b,Normal nipple,cbc8d904-4309-4b27-86a7-025654fda538
Breast examination,7259b0fa-c8d1-4e04-8d13-7dbc05f0169b,Retracted nipple,7a6870a8-62f1-4751-8fd1-ef63715876e2
Breast examination,7259b0fa-c8d1-4e04-8d13-7dbc05f0169b,Breast lump,4ccdcc36-6fdf-4e94-bcda-f441a5124bb0
Breast examination,7259b0fa-c8d1-4e04-8d13-7dbc05f0169b,Bloody nipple discharge,64b4da6a-2a29-45ff-b0b6-634fd5c89ffb
Breast examination,7259b0fa-c8d1-4e04-8d13-7dbc05f0169b,Mastitis,bc33afcc-d57a-4925-bd07-fef33097cf47
High risk condition in this pregnancy?,93679880-83f5-4877-bfc4-e525421c7e52,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
High risk condition in this pregnancy?,93679880-83f5-4877-bfc4-e525421c7e52,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
High risk condition in this pregnancy,b8724e63-db1d-46fc-8ecc-17ee200bf1a2,Raised BP,1f09b442-8de2-450c-9dcd-eab08e5b69fe
High risk condition in this pregnancy,b8724e63-db1d-46fc-8ecc-17ee200bf1a2,Weight is less than 35 kg,56e1dbb0-f4ff-42bf-9610-d56993d8e5b8
High risk condition in this pregnancy,b8724e63-db1d-46fc-8ecc-17ee200bf1a2,Breach presentation,d9338fbe-e943-41de-ae3b-911ef3a9a649
High risk condition in this pregnancy,b8724e63-db1d-46fc-8ecc-17ee200bf1a2,Short stature,f9fc9347-ca4e-4f92-b393-6fa2f5f6d19b
High risk condition in this pregnancy,b8724e63-db1d-46fc-8ecc-17ee200bf1a2,Not delivered even after 14 days of EDD,ca4ac889-a095-4770-bbd8-1c3041781fb5
High risk condition in this pregnancy,b8724e63-db1d-46fc-8ecc-17ee200bf1a2,TB,7943642f-c96f-4de6-a470-b9cb0b45feb0
High risk condition in this pregnancy,b8724e63-db1d-46fc-8ecc-17ee200bf1a2,Transverse lie,06314b86-e90b-4ad5-aa52-6597270816af
High risk condition in this pregnancy,b8724e63-db1d-46fc-8ecc-17ee200bf1a2,Antepartum haemorrahoge,7756e71d-6802-4b82-8e74-36a7721b69dc
High risk condition in this pregnancy,b8724e63-db1d-46fc-8ecc-17ee200bf1a2,Leprosy,8f50e18a-f14e-4128-82e3-19624cedba47
High risk condition in this pregnancy,b8724e63-db1d-46fc-8ecc-17ee200bf1a2,Swelling all over body,e2fbcb43-c533-40bc-b36d-5850c17d4a04
High risk condition in this pregnancy,b8724e63-db1d-46fc-8ecc-17ee200bf1a2,Sickle cell disease,77ac9c58-afaa-42ba-88d2-992bd0db63d7
High risk condition in this pregnancy,b8724e63-db1d-46fc-8ecc-17ee200bf1a2,Jaundice,49adc061-6cac-4d92-9faa-7d3279bb77f4
High risk condition in this pregnancy,b8724e63-db1d-46fc-8ecc-17ee200bf1a2,Hypertension,e7e56956-effe-4cc7-85a6-f726b6bf1ffb
High risk condition in this pregnancy,b8724e63-db1d-46fc-8ecc-17ee200bf1a2,Fetus growth retardation,f0103541-35c5-4440-842e-9f929242a9b1
High risk condition in this pregnancy,b8724e63-db1d-46fc-8ecc-17ee200bf1a2,Heart disease,c8a0b118-3326-4948-9fb5-529f6f5d2b96
High risk condition in this pregnancy,b8724e63-db1d-46fc-8ecc-17ee200bf1a2,Gravida/pregnancies more than 5,4c8e75b7-28c3-4dbd-b09f-df3b6f57218b
High risk condition in this pregnancy,b8724e63-db1d-46fc-8ecc-17ee200bf1a2,Hydroamniosis,2720cec8-db49-49e5-a1d7-9e1fb45d136d
High risk condition in this pregnancy,b8724e63-db1d-46fc-8ecc-17ee200bf1a2,Diabetes,1928469b-a981-4579-beb7-ae47b972e671
High risk condition in this pregnancy,b8724e63-db1d-46fc-8ecc-17ee200bf1a2,Twins,192cad34-767c-43a0-8b04-0443ca87a6a0
High risk condition in this pregnancy,b8724e63-db1d-46fc-8ecc-17ee200bf1a2,Age is greater than 30 years,56c6c67f-48b8-43a6-95ff-424e7c625645
Blood group,c50c8196-01c9-422f-b917-fd2309adb261,B-,f781b597-449c-4636-8b52-e9cd1e495003
Blood group,c50c8196-01c9-422f-b917-fd2309adb261,B+,a2b9a6ca-9266-45b3-a842-fa5f7e9849ff
Blood group,c50c8196-01c9-422f-b917-fd2309adb261,AB-,d9674584-51ca-40d1-86be-3f65f6b2f84c
Blood group,c50c8196-01c9-422f-b917-fd2309adb261,A+,89d2a461-f458-4565-81df-4efabb333bd6
Blood group,c50c8196-01c9-422f-b917-fd2309adb261,O-,2fdc8bab-d738-4362-86fc-27b14a0ab7ba
Blood group,c50c8196-01c9-422f-b917-fd2309adb261,AB+,db83359e-4530-4a79-9981-36bdf03ffc5d
Blood group,c50c8196-01c9-422f-b917-fd2309adb261,A-,63b128d5-b29d-4759-b242-de24247681fc
Blood group,c50c8196-01c9-422f-b917-fd2309adb261,O+,0e8d5617-3d7f-4585-adee-4b439088bbfe
Blood group,c50c8196-01c9-422f-b917-fd2309adb261,Not done,5826df5f-d771-4559-b2be-2f1391805076
HIV (Elisa),b3e8a85a-c7ca-49b8-9c6f-8bd5ee6bfad1,Positive,6f6458f7-ce0b-46c2-bd03-0fa30943d75d
HIV (Elisa),b3e8a85a-c7ca-49b8-9c6f-8bd5ee6bfad1,Negative,0fe2ae63-332a-40bf-82c7-371ef7b66494
HIV (Elisa),b3e8a85a-c7ca-49b8-9c6f-8bd5ee6bfad1,Not done,5826df5f-d771-4559-b2be-2f1391805076
Hepatitis B,f874c217-2fed-41c9-a094-ba6519bd537d,Negative,0fe2ae63-332a-40bf-82c7-371ef7b66494
Hepatitis B,f874c217-2fed-41c9-a094-ba6519bd537d,Not done,5826df5f-d771-4559-b2be-2f1391805076
Hepatitis B,f874c217-2fed-41c9-a094-ba6519bd537d,Positive,6f6458f7-ce0b-46c2-bd03-0fa30943d75d
Sickle prep,610db330-fafe-456f-bd58-e062cb6e52e3,Positive,6f6458f7-ce0b-46c2-bd03-0fa30943d75d
Sickle prep,610db330-fafe-456f-bd58-e062cb6e52e3,Negative,0fe2ae63-332a-40bf-82c7-371ef7b66494
Sickle prep,610db330-fafe-456f-bd58-e062cb6e52e3,Not done,5826df5f-d771-4559-b2be-2f1391805076
Hb Electrophoresis,198d08c6-b742-4b22-97fd-2293472e571e,Not done,5826df5f-d771-4559-b2be-2f1391805076
Hb Electrophoresis,198d08c6-b742-4b22-97fd-2293472e571e,SS,1f43668b-d1fd-41ef-afa3-38c265d467ac
Hb Electrophoresis,198d08c6-b742-4b22-97fd-2293472e571e,AS,48c7a76c-13f8-4f1f-b09e-d4e00461e3c6
VDRL,cbe884a3-c5f3-441e-900a-6bc76f3cabca,Positive,6f6458f7-ce0b-46c2-bd03-0fa30943d75d
VDRL,cbe884a3-c5f3-441e-900a-6bc76f3cabca,Not done,5826df5f-d771-4559-b2be-2f1391805076
VDRL,cbe884a3-c5f3-441e-900a-6bc76f3cabca,Negative,0fe2ae63-332a-40bf-82c7-371ef7b66494
Crystel,14a023d3-bd25-4343-9d93-34d9f88eb4b3,Abnormal crystel,cb4a9364-ac2f-41ac-af30-f60f1d50f48d
Crystel,14a023d3-bd25-4343-9d93-34d9f88eb4b3,Normal crystel,d2e7fe4e-3a7f-435d-a973-e114bb849a56
Blood group,c50c8196-01c9-422f-b917-fd2309adb261,B-,f781b597-449c-4636-8b52-e9cd1e495003
Blood group,c50c8196-01c9-422f-b917-fd2309adb261,Not done,5826df5f-d771-4559-b2be-2f1391805076
Blood group,c50c8196-01c9-422f-b917-fd2309adb261,B+,a2b9a6ca-9266-45b3-a842-fa5f7e9849ff
Blood group,c50c8196-01c9-422f-b917-fd2309adb261,AB-,d9674584-51ca-40d1-86be-3f65f6b2f84c
Blood group,c50c8196-01c9-422f-b917-fd2309adb261,A+,89d2a461-f458-4565-81df-4efabb333bd6
Blood group,c50c8196-01c9-422f-b917-fd2309adb261,O-,2fdc8bab-d738-4362-86fc-27b14a0ab7ba
Blood group,c50c8196-01c9-422f-b917-fd2309adb261,AB+,db83359e-4530-4a79-9981-36bdf03ffc5d
Blood group,c50c8196-01c9-422f-b917-fd2309adb261,A-,63b128d5-b29d-4759-b242-de24247681fc
Blood group,c50c8196-01c9-422f-b917-fd2309adb261,O+,0e8d5617-3d7f-4585-adee-4b439088bbfe
Sickle prep,610db330-fafe-456f-bd58-e062cb6e52e3,Not done,5826df5f-d771-4559-b2be-2f1391805076
Sickle prep,610db330-fafe-456f-bd58-e062cb6e52e3,Positive,6f6458f7-ce0b-46c2-bd03-0fa30943d75d
Sickle prep,610db330-fafe-456f-bd58-e062cb6e52e3,Negative,0fe2ae63-332a-40bf-82c7-371ef7b66494
Urine Albumin,78fcebd3-17e5-4621-89be-c580fbf13168,3,63513531-d5a4-47c1-a4ef-a02063b43871
Urine Albumin,78fcebd3-17e5-4621-89be-c580fbf13168,4,b133d9ce-1661-420f-b73a-392300959b4e
Urine Albumin,78fcebd3-17e5-4621-89be-c580fbf13168,2,ba904c8d-502d-4979-bc99-cfa077678279
Urine Albumin,78fcebd3-17e5-4621-89be-c580fbf13168,Trace,ae92d882-9ca4-448b-9cbf-f7459548bd55
Urine Albumin,78fcebd3-17e5-4621-89be-c580fbf13168,1,d791406f-86bd-47ef-8c23-22accc521558
Urine Albumin,78fcebd3-17e5-4621-89be-c580fbf13168,Nil,7f2382b9-e15b-4ff0-a5a6-acb88470100c
Urine sugar,55ae9e7a-f6ff-4c0b-861c-fd29b6c5c646,2,ba904c8d-502d-4979-bc99-cfa077678279
Urine sugar,55ae9e7a-f6ff-4c0b-861c-fd29b6c5c646,3,63513531-d5a4-47c1-a4ef-a02063b43871
Urine sugar,55ae9e7a-f6ff-4c0b-861c-fd29b6c5c646,Trace,ae92d882-9ca4-448b-9cbf-f7459548bd55
Urine sugar,55ae9e7a-f6ff-4c0b-861c-fd29b6c5c646,Nil,7f2382b9-e15b-4ff0-a5a6-acb88470100c
Urine sugar,55ae9e7a-f6ff-4c0b-861c-fd29b6c5c646,4,b133d9ce-1661-420f-b73a-392300959b4e
Urine sugar,55ae9e7a-f6ff-4c0b-861c-fd29b6c5c646,1,d791406f-86bd-47ef-8c23-22accc521558
Malaria parasite,9a89e9d6-f6e4-4d14-8841-34df9ece70a5,Negative,0fe2ae63-332a-40bf-82c7-371ef7b66494
Malaria parasite,9a89e9d6-f6e4-4d14-8841-34df9ece70a5,Positive,6f6458f7-ce0b-46c2-bd03-0fa30943d75d
Crystel,14a023d3-bd25-4343-9d93-34d9f88eb4b3,Normal crystel,d2e7fe4e-3a7f-435d-a973-e114bb849a56
Crystel,14a023d3-bd25-4343-9d93-34d9f88eb4b3,Abnormal crystel,cb4a9364-ac2f-41ac-af30-f60f1d50f48d
Whether Folic acid given,bf1e5598-594c-4444-94e0-9390f5081e41,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Whether Folic acid given,bf1e5598-594c-4444-94e0-9390f5081e41,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Whether IFA given,5740f87b-8cc6-4927-88a2-44636e8f396c,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Whether IFA given,5740f87b-8cc6-4927-88a2-44636e8f396c,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Whether Calcium given,00de9acc-4ff6-485b-b979-41ff00745d23,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Whether Calcium given,00de9acc-4ff6-485b-b979-41ff00745d23,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Whether Amala given,2a5a3b4d-80c4-4d05-8585-e16966ff0c3e,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Whether Amala given,2a5a3b4d-80c4-4d05-8585-e16966ff0c3e,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Does mother require other medicine?,567732c8-0d25-4155-9f97-28eb284c8963,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Does mother require other medicine?,567732c8-0d25-4155-9f97-28eb284c8963,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
TT 1,ddeb2311-4a90-4a7c-a698-1cd3db4ff0f3,Already Taken in Gov. Facility,50a3f54b-32aa-42b6-9d74-ee8a5f341d69
TT 1,ddeb2311-4a90-4a7c-a698-1cd3db4ff0f3,NA,7efbfba4-66d1-4510-9024-aaaedf439392
TT 1,ddeb2311-4a90-4a7c-a698-1cd3db4ff0f3,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
TT 1,ddeb2311-4a90-4a7c-a698-1cd3db4ff0f3,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
TT 2,858f66e6-1ed3-4c13-9fdf-08f667b092ba,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
TT 2,858f66e6-1ed3-4c13-9fdf-08f667b092ba,Already Taken in Gov. Facility,50a3f54b-32aa-42b6-9d74-ee8a5f341d69
TT 2,858f66e6-1ed3-4c13-9fdf-08f667b092ba,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
TT 2,858f66e6-1ed3-4c13-9fdf-08f667b092ba,NA,7efbfba4-66d1-4510-9024-aaaedf439392
Referral required for?,049cbcbe-d953-49ad-8198-10ae86bc6bff,Delivery/LACS,7d0d495a-e733-4ea8-93ca-c57bf42c6ee9
Referral required for?,049cbcbe-d953-49ad-8198-10ae86bc6bff,Admission at Referral centre,dad7f494-99ec-42ce-b50b-07a7450be30c
Referral required for?,049cbcbe-d953-49ad-8198-10ae86bc6bff,Consultation with specialist at referral centre,f1ecf77c-122f-4462-8bc8-812013c80fa3
Referral required for?,049cbcbe-d953-49ad-8198-10ae86bc6bff,Sonography,1a893a89-4984-43e1-85cc-b64fb582824c
Referral required for?,049cbcbe-d953-49ad-8198-10ae86bc6bff,No need,cda516ab-5d80-45d8-b300-582f7cfb87eb
Does woman require referral?,77d122e8-0620-4754-8375-b0cbe329003c,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Does woman require referral?,77d122e8-0620-4754-8375-b0cbe329003c,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Place of referral,80fccb06-a62f-43e8-92eb-358bdb600079,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Place of referral,80fccb06-a62f-43e8-92eb-358bdb600079,Ganiyari,41f067f3-48a0-4f95-aee5-dcee95a8b9de
Place of referral,80fccb06-a62f-43e8-92eb-358bdb600079,Community Health Centre,9699d4fd-a67f-4f45-8d3c-df491f27db60
Place of referral,80fccb06-a62f-43e8-92eb-358bdb600079,Sub Center,31a0f7f1-7b23-4436-ae0a-0a982c11077c
Place of referral,80fccb06-a62f-43e8-92eb-358bdb600079,VHW,355143bf-b812-4ec8-93e6-6795fe4f7dc9
Place of referral,80fccb06-a62f-43e8-92eb-358bdb600079,District Hospital,602e1362-0c44-49d8-ac94-42a741c6273b
Place of referral,80fccb06-a62f-43e8-92eb-358bdb600079,Medical college,3ab10f93-7267-4469-b81d-1f3d6c6bdc99
Place of referral,80fccb06-a62f-43e8-92eb-358bdb600079,SHW,7ac0d9a2-ff82-41e6-9f38-134904d476f9
Referral reason,8a56f008-a910-4d6f-b028-a95db330dbf2,Infection,e668ceed-92ee-4b2f-8714-72838f11264b
Referral reason,8a56f008-a910-4d6f-b028-a95db330dbf2,Consultation with specialist at referral centre,f1ecf77c-122f-4462-8bc8-812013c80fa3
Referral reason,8a56f008-a910-4d6f-b028-a95db330dbf2,Delivery/LACS,7d0d495a-e733-4ea8-93ca-c57bf42c6ee9
Referral reason,8a56f008-a910-4d6f-b028-a95db330dbf2,Seizure,cbc1b5b1-e4f9-4c0e-abe6-cc03362ff08d
Referral reason,8a56f008-a910-4d6f-b028-a95db330dbf2,Admission at Referral centre,dad7f494-99ec-42ce-b50b-07a7450be30c
Referral reason,8a56f008-a910-4d6f-b028-a95db330dbf2,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Referral reason,8a56f008-a910-4d6f-b028-a95db330dbf2,infec,8293fa19-4fd6-4942-bc93-032bc3d39e68
Referral reason,8a56f008-a910-4d6f-b028-a95db330dbf2,Bleeding,0aeb893c-34ba-49f0-bd6f-0696fce74458
Referral reason,8a56f008-a910-4d6f-b028-a95db330dbf2,Sonography,1a893a89-4984-43e1-85cc-b64fb582824c
Does woman require referral?,77d122e8-0620-4754-8375-b0cbe329003c,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Does woman require referral?,77d122e8-0620-4754-8375-b0cbe329003c,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Referral place,d78183dd-aa99-47fa-b562-f761f5415028,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Referral place,d78183dd-aa99-47fa-b562-f761f5415028,JSS subcenter,b704eaf7-3cfb-4016-a884-456e1f0b7e62
Referral place,d78183dd-aa99-47fa-b562-f761f5415028,JSS Ganiyari hospital,b03ca67b-390c-4223-9084-577ac737100a
Foetus is ok,6618dfd6-5df2-4c85-b916-0679bcb9be03,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Foetus is ok,6618dfd6-5df2-4c85-b916-0679bcb9be03,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Presentation of baby,e7b5d460-47dd-490b-af0a-a73a19a93a9d,Vertex,d49d3369-74aa-4d45-a1f0-6578453fddb6
Presentation of baby,e7b5d460-47dd-490b-af0a-a73a19a93a9d,Transverse,901014fd-60bb-4843-a319-c3d58e2bdb19
Presentation of baby,e7b5d460-47dd-490b-af0a-a73a19a93a9d,Breach,37006041-5287-4913-b409-0ff8d0065557
Twin baby,9f55f157-c835-4068-a948-c849073d1d86,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Twin baby,9f55f157-c835-4068-a948-c849073d1d86,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Follow USG required,96499ee7-ad90-4831-a0bd-1fd765f6f6c0,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Follow USG required,96499ee7-ad90-4831-a0bd-1fd765f6f6c0,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Is mosquito net given,b7be4ddc-14ee-4caf-ab38-e1c87d088688,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Is mosquito net given,b7be4ddc-14ee-4caf-ab38-e1c87d088688,NA,7efbfba4-66d1-4510-9024-aaaedf439392
Is mosquito net given,b7be4ddc-14ee-4caf-ab38-e1c87d088688,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Is safe delivery kit given,04eecc2b-93eb-49d4-83a4-6629442711ea,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Is safe delivery kit given,04eecc2b-93eb-49d4-83a4-6629442711ea,NA,7efbfba4-66d1-4510-9024-aaaedf439392
Is safe delivery kit given,04eecc2b-93eb-49d4-83a4-6629442711ea,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
New complaint,74599453-6fbd-4f8d-bf7f-34faa3c10eb9,Blured vision,6fabfd13-9908-4a10-9bb7-39da1d674165
New complaint,74599453-6fbd-4f8d-bf7f-34faa3c10eb9,Headache,44683953-68ed-4498-81e8-924879c59117
New complaint,74599453-6fbd-4f8d-bf7f-34faa3c10eb9,Breathing difficulty,a72d4345-9ff2-410b-9c2f-ed61e4ea464b
New complaint,74599453-6fbd-4f8d-bf7f-34faa3c10eb9,Swelling on face/vulva/abdomen/whole body,19003a06-5195-49ef-9f4f-52462fe6f17c
New complaint,74599453-6fbd-4f8d-bf7f-34faa3c10eb9,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
New complaint,74599453-6fbd-4f8d-bf7f-34faa3c10eb9,Pain in abdomen,cb8653a9-3248-440c-aef1-17683e49233b
New complaint,74599453-6fbd-4f8d-bf7f-34faa3c10eb9,Bleeding PV,38efe56c-ba52-44b3-bca8-1d88032e3585
New complaint,74599453-6fbd-4f8d-bf7f-34faa3c10eb9,Burning micturition,aa43a1cd-faa2-45cc-be26-1a19b0bc9580
New complaint,74599453-6fbd-4f8d-bf7f-34faa3c10eb9,Fetus is not moving,7f358e8b-08d2-4243-bb0c-dda19c4997ae
New complaint,74599453-6fbd-4f8d-bf7f-34faa3c10eb9,Fever,232ae0c9-533f-48cf-8439-79aa03e23e6b
New complaint,74599453-6fbd-4f8d-bf7f-34faa3c10eb9,None,8b77f487-c885-4b54-8925-153733913b10
New complaint,74599453-6fbd-4f8d-bf7f-34faa3c10eb9,Vomiting,9ad19f3b-3a8c-4e7e-81d8-12f796763291
Mother found with pregnancy induced disease,2a3a4f97-0ca7-4498-b7ec-37225ba3d4c5,Diabetes,1928469b-a981-4579-beb7-ae47b972e671
Mother found with pregnancy induced disease,2a3a4f97-0ca7-4498-b7ec-37225ba3d4c5,Hypertension,e7e56956-effe-4cc7-85a6-f726b6bf1ffb
Mother found with pregnancy induced disease,2a3a4f97-0ca7-4498-b7ec-37225ba3d4c5,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Oedema,95dd3094-6c99-4622-8614-bf5d33a509e4,No oedema,6f511b7a-00d4-45a1-ba45-8b1ce608b014
Oedema,95dd3094-6c99-4622-8614-bf5d33a509e4,Vulval,f9f1945f-eb75-4ddb-b354-919afc5f53c4
Oedema,95dd3094-6c99-4622-8614-bf5d33a509e4,Pedal,5d0462d9-1c5c-42bc-a3e3-8c75cf6b6986
Oedema,95dd3094-6c99-4622-8614-bf5d33a509e4,Face,4b228992-6d31-4e7a-bbcb-e319ffe672f8
Oedema,95dd3094-6c99-4622-8614-bf5d33a509e4,NA,7efbfba4-66d1-4510-9024-aaaedf439392
Oedema,95dd3094-6c99-4622-8614-bf5d33a509e4,Entire body,21eae23f-f925-4c69-bb1e-ce330aeb4b02
Foetus movement,31651632-0acb-4ee5-a0f3-1628bbed456c,Increased,f9001edc-0f9a-4eb3-949c-3238ee8adecb
Foetus movement,31651632-0acb-4ee5-a0f3-1628bbed456c,As it is,64238ece-a3d6-4bfe-b666-a2d09b9360d9
Foetus movement,31651632-0acb-4ee5-a0f3-1628bbed456c,No foetal movement,99a2d857-20e0-4bcf-acc8-2f0be2c70663
Foetus movement,31651632-0acb-4ee5-a0f3-1628bbed456c,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Foetus movement,31651632-0acb-4ee5-a0f3-1628bbed456c,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Foetus movement,31651632-0acb-4ee5-a0f3-1628bbed456c,Decreased,dd14086c-77ca-47d0-9593-d1a1bbfde905
Foetus movement,31651632-0acb-4ee5-a0f3-1628bbed456c,NA,7efbfba4-66d1-4510-9024-aaaedf439392
Breast examination,7259b0fa-c8d1-4e04-8d13-7dbc05f0169b,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Breast examination,7259b0fa-c8d1-4e04-8d13-7dbc05f0169b,Retracted nipple,7a6870a8-62f1-4751-8fd1-ef63715876e2
Breast examination,7259b0fa-c8d1-4e04-8d13-7dbc05f0169b,Bloody nipple discharge,64b4da6a-2a29-45ff-b0b6-634fd5c89ffb
Breast examination,7259b0fa-c8d1-4e04-8d13-7dbc05f0169b,Mastitis,bc33afcc-d57a-4925-bd07-fef33097cf47
Breast examination,7259b0fa-c8d1-4e04-8d13-7dbc05f0169b,Normal nipple,cbc8d904-4309-4b27-86a7-025654fda538
Breast examination,7259b0fa-c8d1-4e04-8d13-7dbc05f0169b,Breast lump,4ccdcc36-6fdf-4e94-bcda-f441a5124bb0
Urine Albumin,78fcebd3-17e5-4621-89be-c580fbf13168,4,b133d9ce-1661-420f-b73a-392300959b4e
Urine Albumin,78fcebd3-17e5-4621-89be-c580fbf13168,Trace,ae92d882-9ca4-448b-9cbf-f7459548bd55
Urine Albumin,78fcebd3-17e5-4621-89be-c580fbf13168,3,63513531-d5a4-47c1-a4ef-a02063b43871
Urine Albumin,78fcebd3-17e5-4621-89be-c580fbf13168,1,d791406f-86bd-47ef-8c23-22accc521558
Urine Albumin,78fcebd3-17e5-4621-89be-c580fbf13168,2,ba904c8d-502d-4979-bc99-cfa077678279
Urine Albumin,78fcebd3-17e5-4621-89be-c580fbf13168,Nil,7f2382b9-e15b-4ff0-a5a6-acb88470100c
