Form Name,Form UUID,Form Type,Concept Set (Section),Concept Set UUID,Concept Name,Concept UUID,Datatype,Class,Hierarchy Path
,,,,,Burns management-S1107013-Distant Flap (Abdominal Flap Surgery)-30000,1ed11fbf-5de2-4bc0-969c-08164a4506ea,N/A,Ayushman Bharat Package,
,,,,,Burns management-S1107014-Reduction Surgery for Filarialymphoedema-39610,ed138cd4-207c-41fd-ab91-acf3d7f8ba0e,N/A,Ayushman Bharat Package,
,,,,,Burns management-S1107015-Surgical correction for Congenital Deformity of Hand (Per Hand)-23510,6f5ee198-4890-4034-958f-f8791fac3389,N/A,Ayushman Bharat Package,
,,,,,Burns management-S1107016-Surgical correction for Vascular malformations-32950,37b54540-2f0b-470a-8529-2dcef8341242,N/A,Ayushman Bharat Package,
,,,,,Burns management-S1107017-Surgical Correction of lid deformities requiring bony reconstruction following the excision of Tumour of Mandible And Maxilla-40000,d9e8400c-8ec7-4114-bbd2-751db681f652,N/A,Ayushman Bharat Package,
,,,,,Burns management-S1107018-Surgical Correction of Nerve and Tendon Repair + Vascular Repair-46790,158993e8-1cb6-4b1c-a008-dddb1201c843,N/A,Ayushman Bharat Package,
,,,,,Burns management-U100-Unspecified Surgical Package-0,1d1bfab2-4798-4d43-91e4-398b5633b416,N/A,Ayushman Bharat Package,
,,,,,CBNAAT,26320ecc-2ef1-4d3a-a5d2-28b34ba679ca,N/A,Misc,
,,,,,CBNAAT Unsure,09a77ff3-eb64-4d5f-8014-af9fcb26eccb,N/A,Misc,
,,,,,COPD AE,7b45afed-7e84-4373-8b91-2e5ca5d94631,N/A,Misc,
,,,,,COPD Asthma,4d4202ab-8620-4681-9758-a4944ad0c539,N/A,Misc,
,,,,,CSF,649b941c-3800-4b74-b91a-9f7234229c9b,N/A,Sample,
,,,,,CT Scan Of Chest/Abdomen/Pelvis,b52be973-313c-4b24-b023-db0df4e7287b,N/A,Misc,
,,,,,Calcium CH Blocker,b314cbfe-6946-4a7a-948c-ae26974e431f,N/A,Misc,
,,,,,Calf,42553c83-9c1b-4014-aab7-1115d58d537f,N/A,Misc,
,,,,,Can comprehend conversations,1f8b1fa8-7571-483d-9d01-f77e80cbe71a,N/A,Misc,
,,,,,Can't Comment,9733c8fa-a692-46f6-a25c-e9a1891613f5,N/A,Misc,
,,,,,Can't comprehend conversations,5feb58df-6dbd-46f2-90db-0174282e5dba,N/A,Misc,
,,,,,"Cancer Registration, 13161 - 19758 (Monthly Income)",52aeb36e-6fd3-4adf-bdf6-50c0f34e0e51,N/A,Misc,
,,,,,"Cancer Registration, 19759 - 26354 (Monthly Income)",fc954247-9219-4e30-982e-1a07e3841318,N/A,Misc,
,,,,,"Cancer Registration, 26355 - 52733 (Monthly Income)",21507273-e761-4d05-b236-d0dd0decb734,N/A,Misc,
,,,,,"Cancer Registration, 7887 - 13160 (Monthly Income)",0661f566-8e8a-4813-8cb0-ad17cc3a4a15,N/A,Misc,
,,,,,"Cancer Registration, <2640 (Monthly Income)",78f4e774-d5b9-4ed1-b912-45ed24fad05f,N/A,Misc,
,,,,,"Cancer Registration, >52734 (Monthly Income)",5e2daf95-834c-47b5-9db3-92215fe62b2d,N/A,Misc,
,,,,,"Cancer Registration, Alcohol",199891cb-5ecc-4798-ab72-5e9f1971d40c,N/A,Misc,
,,,,,"Cancer Registration, Basal Cell",29820023-a977-4384-a48a-1692c5a30ba0,N/A,Misc,
,,,,,"Cancer Registration, Bilateral",a4e15dd1-0314-4fad-84ba-4c7c56981009,N/A,Misc,
,,,,,"Cancer Registration, Bladder",877aa64f-1b03-4c21-b7bd-ef9ee561b0c8,N/A,Misc,
,,,,,"Cancer Registration, Bone",fc48ac89-ab40-4ae1-9ba8-87a5220b5a07,N/A,Misc,
,,,,,"Cancer Registration, Brain",c17ead32-e4df-49d9-930b-6d7197aac3b4,N/A,Misc,
,,,,,"Cancer Registration, Bronchial asthma",5de34747-56c3-40be-8b30-4708fcb4f1a3,N/A,Misc,
,,,,,"Cancer Registration, Buccal Mucosi",a53d718b-3fd3-478e-8149-fba3fc8b0707,N/A,Misc,
,,,,,"Cancer Registration, COPD",e7f90769-b597-4c0c-8408-454b4aa6303c,N/A,Misc,
,,,,,"Cancer Registration, CT",000a681e-25a2-4c15-be28-c92c1b9a708b,N/A,Misc,
,,,,,"Cancer Registration, Cervix",6a7275f7-64d7-42cc-8280-bc561e0092e0,N/A,Misc,
,,,,,"Cancer Registration, Clerical, shop-owner/farm",1c736096-c609-4a27-b145-fe05dfb858fc,N/A,Misc,
,,,,,"Cancer Registration, Clinical",1c361d89-57d9-48bb-938d-9bc5709db94c,N/A,Misc,
,,,,,"Cancer Registration, Colo/Rectal",51cd872a-c9fb-4d43-bd36-20d72b47a9fa,N/A,Misc,
,,,,,"Cancer Registration, Colonoscopy",d265a987-f157-4a7d-9f95-68dd2348d5ef,N/A,Misc,
,,,,,"Cancer Registration, Curative",1774fa96-a16a-4b0b-8e38-9a83e38869f1,N/A,Misc,
,,,,,"Cancer Registration, Diabetes",128dd85e-da17-491d-960b-858922cbce8d,N/A,Misc,
,,,,,"Cancer Registration, Endoscopy",30845409-61d7-4f57-9091-c870bb30b2e8,N/A,Misc,
,,,,,"Cancer Registration, Esophagus",38daa8c2-ed8b-471a-975f-5c2492986129,N/A,Misc,
,,,,,"Cancer Registration, FNAC",bf89672c-777a-4e90-9a60-7b85ff8e8792,N/A,Misc,
,,,,,"Cancer Registration, GB/Biliary Tract",681a1076-b68e-4122-aacf-73862aaf7c37,N/A,Misc,
,,,,,"Cancer Registration, GBS",75942b4f-a4aa-4cc1-aa5d-c722ae68586a,N/A,Misc,
,,,,,"Cancer Registration, Ganja",9504ab31-8ff6-49f7-852a-05b72fad7d08,N/A,Misc,
,,,,,"Cancer Registration, Gingiva",6000ca11-3892-4a75-ad08-b5aa39574bf8,N/A,Misc,
,,,,,"Cancer Registration, Graduate or postgraduate",ce51db6c-0afd-44b8-a7af-029db42dc647,N/A,Misc,
,,,,,"Cancer Registration, Gutka",6738fd0b-45ef-46d0-b6d0-94c4e63f0332,N/A,Misc,
,,,,,"Cancer Registration, HIV/AIDS",4023de63-8193-4cf4-90d8-2e2a5dc07e68,N/A,Misc,
,,,,,"Cancer Registration, HPE",6b1b045b-b4d8-43e1-9b63-dcfe5de15c84,N/A,Misc,
,,,,,"Cancer Registration, High school certificate",4dc91afc-e420-4d74-9af7-1c9720ff19b2,N/A,Misc,
,,,,,"Cancer Registration, Hypertension",d897e8ed-ddef-4c60-838c-ea16a5b0b1ba,N/A,Misc,
,,,,,"Cancer Registration, Illiterate",b77609d3-8b45-49b9-8abf-705a3cd39192,N/A,Misc,
,,,,,"Cancer Registration, Intermediate or post high school diploma",c160fb61-e1d1-46ee-9f8f-64e075a7be6f,N/A,Misc,
,,,,,"Cancer Registration, Intraoperative",9c54a1bf-e942-45f1-bfc6-da472c554208,N/A,Misc,
,,,,,"Cancer Registration, Ischaemic heart disease",1dace324-396e-413b-8c8d-63a916265928,N/A,Misc,
,,,,,"Cancer Registration, Larynx",54436130-5c75-4e26-b06d-92c128ef2688,N/A,Misc,
,,,,,"Cancer Registration, Left",85a0fded-882b-463a-9389-370e17790dd5,N/A,Misc,
,,,,,"Cancer Registration, Lip",9115216d-bd8c-4eeb-94aa-222889c30f8d,N/A,Misc,
,,,,,"Cancer Registration, Liver",bfddac3c-d5d4-484e-9d11-38670a04b165,N/A,Misc,
,,,,,"Cancer Registration, Lower",09c1979d-45c0-4b59-8ad9-91f9ca0b3955,N/A,Misc,
,,,,,"Cancer Registration, Lower middle",0846d842-ee80-4231-a789-f8c38d6885f2,N/A,Misc,
,,,,,"Cancer Registration, Lung",06f520f1-e862-4e28-bb94-c6fad516d1d7,N/A,Misc,
,,,,,"Cancer Registration, MRI",ef682388-6f30-4668-b4da-73e637b8d48a,N/A,Misc,
,,,,,"Cancer Registration, Marker",969a4cd1-c13e-4da4-a299-8cf3f4f0f7fc,Text,Misc,
,,,,,"Cancer Registration, Melanoma",5eaa026c-1fa9-4150-9adc-55f25add9c9b,N/A,Misc,
,,,,,"Cancer Registration, Middle school certificate",f9eb241f-f6c9-4b92-8a1a-2b1fba7ee7cc,N/A,Misc,
,,,,,"Cancer Registration, Moderately",ce9138e2-8686-4b2f-a1fa-0250d23f5d29,N/A,Misc,
,,,,,"Cancer Registration, Ovarian",e66dcef7-53cb-46ff-977e-c526025e3910,N/A,Misc,
,,,,,"Cancer Registration, Palate",366ffda2-6a93-4c64-9455-686808e86cfd,N/A,Misc,
,,,,,"Cancer Registration, Palliative conservative",8a3a95e1-5558-4046-8d4e-2789493805eb,N/A,Misc,
,,,,,"Cancer Registration, Palliative interventional",548fb6ee-329e-4824-b97d-509f477f933a,N/A,Misc,
,,,,,"Cancer Registration, Pan/betelnut chewing",77cc3323-793f-4543-83bf-f579c770f15d,N/A,Misc,
,,,,,"Cancer Registration, Pancreas",95367e7e-15c3-4fd7-8648-4b8b0623d9b2,N/A,Misc,
,,,,,"Cancer Registration, Parotid",1ec1ce79-320f-4980-9530-5372d26541aa,N/A,Misc,
,,,,,"Cancer Registration, Penile",309d6509-9a44-420f-bd7c-436ae5c5a29e,N/A,Misc,
,,,,,"Cancer Registration, Poorly",f26b96a9-aac8-44c1-ab0b-6e86921b2b78,N/A,Misc,
,,,,,"Cancer Registration, Post cricoid",4fcfc402-898d-422a-befa-33bda7623f59,N/A,Misc,
,,,,,"Cancer Registration, Primary school certificate",c2ab0495-9d8c-41d5-95b4-64ea5b2ab599,N/A,Misc,
,,,,,"Cancer Registration, Professional (white collar)",758f9188-175e-42d3-b1bf-3d81b9593ae7,N/A,Misc,
,,,,,"Cancer Registration, Professional degree",055355a2-6855-4de3-9169-b4ccc2ecec95,N/A,Misc,
,,,,,"Cancer Registration, Prostate",2d5d1345-f5aa-4c3d-bb5a-32cf74f7d3d1,N/A,Misc,
,,,,,"Cancer Registration, Renal",74407610-12ca-4c78-a20a-a9d079573067,N/A,Misc,
,,,,,"Cancer Registration, Retromolar trigone",377c1f98-ed76-4a0b-ba03-e88225dfa16b,N/A,Misc,
,,,,,"Cancer Registration, Right",959f73c2-2fcc-40cc-a721-576568bb5863,N/A,Misc,
,,,,,"Cancer Registration, SCC",4d4e1b6b-3d44-4a11-81c9-5a0b37eb58d4,N/A,Misc,
,,,,,"Cancer Registration, Salivary gland",617b0c12-b78d-41c5-bd0a-ef9702334746,N/A,Misc,
,,,,,"Cancer Registration, Semi-professional",61579044-16d6-4a69-82b5-d1f8087c6115,N/A,Misc,
,,,,,"Cancer Registration, Semi-skilled worker",45f4abac-b7ac-467e-bebe-1c0e7e144e56,N/A,Misc,
,,,,,"Cancer Registration, Skeletal",75409684-c316-46a6-a445-8ebac30cb2d0,N/A,Misc,
,,,,,"Cancer Registration, Skilled worker",4380e15f-0d36-460c-83df-46529cfa778d,N/A,Misc,
,,,,,"Cancer Registration, Soft Tissue",8116fad8-e0cd-4145-a039-b56a77694e69,N/A,Misc,
,,,,,"Cancer Registration, Stomach",4f07000e-636c-40c3-ae84-0a79bf6ae658,N/A,Misc,
,,,,,"Cancer Registration, TB",7de56010-6c19-4903-b43a-0251827c73c1,N/A,Misc,
,,,,,"Cancer Registration, Testicular",df7ab8e9-9f58-49ce-9606-a80cbc20570e,N/A,Misc,
,,,,,"Cancer Registration, Thyroid",f5940e1b-2474-4478-b7e3-78c81234739b,N/A,Misc,
,,,,,"Cancer Registration, Tobacco chewing",02f76bdd-3062-4dec-b47a-1193b55a9bac,N/A,Misc,
,,,,,"Cancer Registration, Tobacco smoking",50f7cb3b-6967-4830-8540-04e5e14fccd7,N/A,Misc,
,,,,,"Cancer Registration, Tongue",1c8f6f3f-4966-4a66-9d8d-260a4bb549ea,N/A,Misc,
,,,,,"Cancer Registration, USG",4b085489-c403-4dad-a6d3-56c3f9b419db,N/A,Misc,
,,,,,"Cancer Registration, Undifferentiated",b9fd656f-9af2-4bdc-acda-ff3456e60e64,N/A,Misc,
,,,,,"Cancer Registration, Unemployed",5f452ead-5c47-48c3-8ec1-1b1cea88db9a,N/A,Misc,
,,,,,"Cancer Registration, Unskilled worker",61d5024d-4b79-4d8d-a486-10647107a218,N/A,Misc,
,,,,,"Cancer Registration, Upper class",d0210890-9daa-49cf-914b-f3e09da5b5be,N/A,Misc,
,,,,,"Cancer Registration, Upper lower",ccbbc5b7-8b2a-4042-9ca2-a447328962fa,N/A,Misc,
,,,,,"Cancer Registration, Upper middle",eeab83e8-9ef1-4e4c-8d4a-f23ea02c17ce,N/A,Misc,
,,,,,"Cancer Registration, Uterine",97025e43-22f7-417c-a351-2ad343b6c7e4,N/A,Misc,
,,,,,"Cancer Registration, Vulva",c11acfd5-b79d-4a57-8324-895a9f9e113b,N/A,Misc,
,,,,,"Cancer Registration, Well-differentiated",026626e2-6d4f-4bd7-820c-44c8d55320c9,N/A,Misc,
,,,,,Cannabis,ad18f08a-c7cc-42e8-9f81-5c0cc74824c3,N/A,Misc,
,,,,,Cannot Calculate Yet,6e40baae-a56d-446e-861c-32147330a2f8,N/A,Misc,
,,,,,Capable of all self care but unable to carry out any work activities.,84ab3787-0bc5-4b34-ab3d-c1818d1aa9cb,N/A,Misc,
,,,,,Cardio-thoracic & Vascular surgery-S1300001-Coronary artery bypass grafting (CABG)-130000,0fdd8c2b-a733-4357-80a3-21004b3ea834,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300002-Coronary artery bypass grafting (CABG) with Intra-aortic balloon pump (IABP)-150000,106dbe0a-f012-46db-b805-5dccdd74049d,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300003-CABG with one mechanical Valve Replacement with IABP-150000,7b7e2856-25cd-4d6d-924d-55417e6c937a,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300003-Coronary artery bypass grafting (CABG) with one mechanical Valve Replacement with Intra-aortic balloon pump (IABP)-150000,35a06148-cca5-40d4-938b-580be882bd90,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300004-Coronary artery bypass grafting (CABG) with LV Aneurysmal repair-100000,e451ca3e-4179-4549-ae39-e5b5f7212656,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300005-Coronary artery bypass grafting (CABG) with Mitral Valve repair without ring-100000,07c842cd-aaba-42a9-9930-358341d8c5b8,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300006-Coronary artery bypass grafting (CABG) with Mitral Valve repair with ring-125000,3e275bce-eb17-4091-acdc-7119e673aa7d,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300007-Coronary artery bypass grafting (CABG) with post MI Ventricular Septal Defect repair-100000,22d144fc-224a-45b9-8946-e4b23e62086a,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300008-Open Mitral Valvotomy-75000,856df40e-270c-404e-91b9-b91a82f6ea12,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300009-Closed Mitral Valvotomy-30000,bb29d5ca-4bd9-4862-9284-c3f327589747,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300010-Open Pulmonary Valvotomy-75000,4b34c223-ef73-42dd-b4eb-e16b20e53416,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300011-Mitral Valve Repair-80000,a948b937-be34-47dc-b45e-72e126c91f55,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300012-Tricuspid Valve Repair-80000,e5ae5457-2c23-41a1-9c06-c3e822e2fd08,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300013-Aortic Valve Repair-80000,da4aaf8c-1099-4567-a3ce-e0be9f37e96a,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300014-Ring for any Valve Repair-30000,d9ceed4a-11ce-4842-a393-ba4cb5def8eb,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300015-Mitral Valve Replacement (mechanical valve)-120000,74d2cad9-5dec-42ff-bff2-350e86086d04,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300016-Mitral Valve Replacement (biological valve)-125000,51ece487-c7e8-491a-8188-e33fa696d471,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300017-Aortic Valve Replacement (mechanical valve)-120000,e218a4b9-c3da-4483-8993-6a3b4822249a,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300018-Aortic Valve Replacement (biological valve)-125000,cc559b13-c457-43fa-af7f-f9912864c65c,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300019-Tricuspid Valve Replacement (mechanical valve)-120000,a77c87c6-579f-416e-a482-c6c3b0d13e26,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300020-Tricuspid Valve Replacement (biological valve)-125000,683fde92-b6d0-485c-a332-4a9261ff1620,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300021-Double Valve Replacement (mechanical valve)-150000,e5a5ef7d-f51e-4f0d-a66b-66c02ac7fb32,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300022-Double Valve Replacement (biological valve)-155000,13ec0931-a516-48c6-9d0b-ef355ab84eee,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300023-Ross Procedure-105000,95ace5cc-8e49-4e7e-96aa-9e059d34d140,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300024-Atrial Septal Defect (ASD)-75000,5d749f97-cab7-4704-bfac-dca6077996cc,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300025-Ventricular Septal Defect (VSD)-75000,1fa363e9-b884-4eaf-8f6e-ca5ffdb0ecba,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300026-Atrioventricular septal defect/ Atrioventricular (AV) Canal  Defect-100000,6b63dbf9-31d9-429f-8379-c9ce12e0ba43,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300027-Intracardiac repair (ICR) for Tetralogy of Fallot (TOF)-130000,ed67482a-d441-4c15-82a5-12de2e48904a,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300028-Pulmonary Valvotomy + Right Ventricular Outflow Tract (RVOT) Resection-90000,4a122f45-ba30-4cbd-9649-6ac1abfedf2c,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300029-Aortopulmonary Window (AP Window)-90000,66ecec67-c6f2-4456-bba1-209c02d476c5,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300030-Surgery for Hypertrophic Obstructive Cardiomyopathy (HOCM)-90000,d3738fce-b31d-411c-b008-27d61d0b7a32,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300031-Ebsteins-90000,c7054457-e7a9-4de0-b1a7-aa1f632b1d69,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300032-Fontan-90000,68689eb2-ba06-4b83-8a7d-5a22f8859982,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300033-Total Anomalous Pulmonary Venous Connection (TAPVC)-105000,60d747ee-33e1-406f-b864-dc6d06f058d8,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300034-Any RV to PA conduit (Valved)-115000,6a6656f1-8d39-48b7-937b-266e3dbbfe01,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300035-Arterial Switch Operation-150000,fb63bd23-3ffb-43ad-b039-2aff8ce23534,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300036-Double Switch Operation-120000,ea413c24-166a-4b06-be06-7b6aa320aea9,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300037-Sennings-105000,0ab3b4fd-937c-4d96-aada-1bcae0b5f02c,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300038-Mustards-105000,05a19a19-3805-4749-98cb-34b32982f910,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300039-Truncus Arteriosus Surgery-115000,1d807bbc-5188-49cd-ba42-c2cf78947715,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300040-Root Replacement (Aortic Aneurysm/ Aortic Dissection) / Bental Procedure-145000,7c1f903b-71aa-4409-b44a-87d0cdca05bd,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300041-Aortic Arch Replacement-160000,f7dba570-47bd-49b6-9738-03a2d6e03c83,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300042-Aortic Aneurysm Repair using Cardiopulmonary bypass (CPB)-150000,3d6fbe9e-4b1f-41d0-9ede-a5d3ba01602b,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300043-Aortic Aneurysm Repair without using Cardiopulmonary bypass (CPB)-75000,f20b2691-7436-4bc9-8291-1a00f1211889,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300044-Pulmonary Embolectomy-90000,03d83a98-14cb-47a7-bb48-bcad945b304d,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300045-Surgery for Cardiac Tumour/ Left Atrial (LA) Myxoma/ Right Atrial (RA) Myxoma-100000,455b6bd0-ea5b-49dc-92ef-ed68c4ca6dc1,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300046-Patent Ductus Arteriosus (PDA) Closure-50000,58b493b8-ca7e-4dec-a0a3-eb26c8d14556,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300047-Coarctation Repair-75000,a69f2537-ba9f-482a-9405-e806ca4e1de6,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300048-Coarctation Repair with interpostion graft-80000,cc69eb23-1973-4fc1-819d-82c5d2a86727,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300049-Blalock?Thomas?Taussig (BT) Shunt (inclusives of grafts)-30000,d523209f-620e-4fbf-8478-273ef64da1e6,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300050-Glenn Shunt (without cardiopulmonary bypass)-35000,cc117014-c8f4-4f91-bc77-4e46136dce37,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300051-Central Shunt-50000,5492f813-cf42-4672-a037-fb784a39990b,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300052-Pericardiectomy-30000,fd9c9595-21ad-4c5d-8348-a9862ff0b885,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300053-Pulmonary AV Fistula surgery-45000,0d0ac089-d027-4392-a34b-3e6e62bd95c5,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300054-Lung Cyst-50000,b5ef034d-c87b-430b-97cb-8336ab94b087,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300055-Space-Occupying Lesion (SOL) mediastinum-45000,904c2883-ce8f-4f3c-8e07-81c5d3ec9e7d,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300056-Surgical Correction of Bronchopleural Fistula-50000,3934ca99-73a4-4396-9954-3198eef7736a,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300057-Diaphragmatic Eventeration-40000,d6c7a57a-3f38-4ffe-9e16-333f95399710,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300058-Oesophageal Diverticula /Achalasia Cardia-35000,b7e6b8ea-66a4-4013-a81f-6c2dd7c626fc,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300059-Diaphragmatic Injuries/Repair-35000,d9b7b8e4-6b96-487b-9554-cc04efa384ae,N/A,Ayushman Bharat Package,
,,,,,"Cardio-thoracic & Vascular surgery-S1300060-Thoracotomy, Thoraco Abdominal Approach-30000",9b080065-c233-4978-91ad-972bb08d63eb,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300061-Foreign Body Removal with scope-20000,c0b19526-7fab-4520-863b-84222035399a,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300062-Bronchial Repair Surgery for Injuries due to FB-35000,73baec38-3225-4060-acdc-5b6aa6d5994b,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300063-Lung Injury repair-35000,55de2778-846f-41b6-8a4a-a85b151ea613,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300064-Thyomectomy-35000,9b96883d-0ad3-4574-9734-d3c6556ebd2e,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300065-Pulmonary Valve Replacement-120000,cffe7d15-dc3d-4251-914f-7ce1140721be,N/A,Ayushman Bharat Package,
,,,,,"Cardio-thoracic & Vascular surgery-S1300066-Intercostal Drainage and Management of ICD, Intercostal Block, Antibiotics   Physiotherapy-10000",b0e20604-745e-4e90-b731-a3480c95d2e6,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300067-Encysted Empyema/Pleural Effusion - Tubercular-10000,ea24a4a0-9017-4e88-9796-236f6fba5565,N/A,Ayushman Bharat Package,
,,,,,"Cardio-thoracic & Vascular surgery-S1300068-First rib Excision by transaxillary approach, Excision of cervical rib or fibrous band or muscle by cervical approach-30000",cd5bec9d-c711-42d6-a0a8-c1cc94dad3f6,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300069-Congenital Cystic Lesions-30000,2f48ddba-e8d8-444f-aca4-dd2afcf53121,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300070-Pulmonary Sequestration Resection-40000,0fcc89a2-e0b3-49f5-8705-fcb5dd7e7db7,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300071-Pulmonary artero venous malformation-40000,0bb9346e-92f6-48bb-a293-338c94a53bc9,N/A,Ayushman Bharat Package,
,,,,,"Cardio-thoracic & Vascular surgery-S1300072-Thromboembolectomy (pre-auth not required, usually done as emergency)-20000",6a124eb2-bb0e-47d7-a45c-97883ac8d6b6,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300073-Surgery for Arterial Aneursysm -Upper/Distal Abdominal Aorta-130000,a599bc2a-4e68-4f91-a6d9-8a276b4dd737,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300074-Intrathoracic Aneurysm-Aneurysm not Requiring Bypass Techniques-90000,5d491021-6140-486f-b7d5-741be20114b2,N/A,Ayushman Bharat Package,
,,,,,Cardio-thoracic & Vascular surgery-S1300075-Intrathoracic Aneurysm-Requiring Bypass Techniques-130000,2fd746ab-8963-4a57-8b13-bc1790648b0e,N/A,Ayushman Bharat Package,
