uuid,name,description,class,shortname,datatype,units,High Normal,Low Normal,synonym.1,answer.1,answer.2,answer.3,answer.4,reference-term-source,reference-term-code,reference-term-relationship
24d28fe0-521a-46b8-a73f-fb9b1839b5ba,Details,Section under form,ConvSet,Details,N/A,,,,,,,,,,,
dd8bbea1-f63d-4a8b-acf1-4f1ad878f33d,Anthropometry,Section under form,ConvSet,Anthropometry,N/A,,,,,,,,,,,
be9df491-dcfb-4126-8156-0081d7596719,Symptoms improvement,Section under form,ConvSet,Symptoms improvement,N/A,,,,,,,,,,,
47e21ee9-940f-4ae0-af8b-cdfa0c0783bd,Baseline disease information,Section under form,ConvSet,Baseline disease information,N/A,,,,,,,,,,,
51af4c42-3f5c-4d10-be1b-36d2266de8c4,Physical examination,Section under form,ConvSet,Physical examination,N/A,,,,,,,,,,,
371f51d6-09b5-4fe0-8d70-2a6022801255,Symptoms of extra pulmonary TB,Section under form,ConvSet,Symptoms of extra pulmonary TB,N/A,,,,,,,,,,,
ca710b8c-5a97-4ded-9943-76ea044c1f89,Medicine Compliance,Section under form,ConvSet,Medicine Compliance,N/A,,,,,,,,,,,
d30c9016-e026-4d2a-9635-8b8bf66f4165,Side effect of medicines,Section under form,ConvSet,Side effect of medicines,N/A,,,,,,,,,,,
239055a7-661b-4c7c-a80d-8f262bc5249b,Baseline Lab,Section under form,ConvSet,Baseline Lab,N/A,,,,,,,,,,,
b5ed069d-e72a-41b2-98d4-c725269f0d14,Medicine,Section under form,ConvSet,Medicine,N/A,,,,,,,,,,,
0c33cd08-53bd-493f-8317-f275be39192f,Labs - Test Required,Section under form,ConvSet,Labs - Test Required,N/A,,,,,,,,,,,
096bbe4a-dac3-4115-bee6-31cb99edee98,Counselling,Section under form,ConvSet,Counselling,N/A,,,,,,,,,,,
fd0d9dcd-39f4-4e11-a72a-d459d761c2fe,Referral,Section under form,ConvSet,Referral,N/A,,,,,,,,,,,
9b4585ed-399b-4057-80b3-b54d4af3b7ad,Next Visit,Section under form,ConvSet,Next Visit,N/A,,,,,,,,,,,
3bd9d6b2-85c4-49a9-814a-18d73181d70a,Complete diagnosis,Section under form,ConvSet,Complete diagnosis,N/A,,,,,,,,,,,
e3dba47d-b907-42cc-af55-2c2384847f08,Treatment details,Section under form,ConvSet,Treatment details,N/A,,,,,,,,,,,
c2abbbcd-2be6-4d80-a53f-573062395b4d,Test details,Section under form,ConvSet,Test details,N/A,,,,,,,,,,,
3378440b-81b5-4e97-8b54-6276c48148d5,Lab test results,Section under form,ConvSet,Lab test results,N/A,,,,,,,,,,,
2926e081-7c5b-42d4-a13d-da42cc1e0f2f,Referral Status-1 Details,Section under form,ConvSet,Referral Status-1 Details,N/A,,,,,,,,,,,
d19d30e0-d6a5-4e08-9b31-176c9b5cf327,Referral Status-2 Details,Section under form,ConvSet,Referral Status-2 Details,N/A,,,,,,,,,,,
d8a9724c-7d0c-43a4-b5e3-3279cc280d3f,Barrier Assessment If Patient would be taking treatment from routine NTEP protocol for additional Support,Section under form,ConvSet,Barrier Assessment If Patient would be taking treatment from routine NTEP protocol for additional Support,N/A,,,,,,,,,,,
1720ac62-2188-4ce0-926f-83fb7fd92a88,Types of Social Support Offered Until the Date,Section under form,ConvSet,Types of Social Support Offered Until the Date,N/A,,,,,,,,,,,
c581237f-4f93-47e4-b0bb-78a17540742d,Study ID,Section under form,ConvSet,Study ID,N/A,,,,,,,,,,,
5b00bd2f-1e98-44f0-bce4-0530392122fc,Date Information,Section under form,ConvSet,Date Information,N/A,,,,,,,,,,,
b5805648-a21d-4382-9d9e-55a40d72537d,Examination,Section under form,ConvSet,Examination,N/A,,,,,,,,,,,
a4f19cff-e95e-4217-a5f3-575d2d891b28,Form Filled Details,Section under form,ConvSet,Form Filled Details,N/A,,,,,,,,,,,
98620ad4-d3ff-4c9f-96b3-bdddbc962838,Study ID,Section under form,ConvSet,Study ID,N/A,,,,,,,,,,,
9585c5d2-1317-4cab-a03d-b03e14e057f2,Date Information,Section under form,ConvSet,Date Information,N/A,,,,,,,,,,,
1e736d18-ab01-4f9b-98a8-6ac4b3d4b6f2,Baseline Labs For ATT Initiation,Section under form,ConvSet,Baseline Labs For ATT Initiation,N/A,,,,,,,,,,,
b96cbe8e-1d27-41a2-8d8a-bc17dc27cbbb,Microbiological Confirmation of TB,Section under form,ConvSet,Microbiological Confirmation of TB,N/A,,,,,,,,,,,
8656c9f8-b0e0-4a64-87cd-f1609322b366,Other Sensitivity Test,Section under form,ConvSet,Other Sensitivity Test,N/A,,,,,,,,,,,
e8a5421a-96cc-40a2-90b3-0c970d2b79c1,Other Tests,Section under form,ConvSet,Other Tests,N/A,,,,,,,,,,,
7fd4ce83-ae48-4d7a-af68-49b03f81ca5f,Form Filled Details,Section under form,ConvSet,Form Filled Details,N/A,,,,,,,,,,,
226c0ada-e08c-4402-8f64-1f91ee31a33f,Study ID,Section under form,ConvSet,Study ID,N/A,,,,,,,,,,,
3ccb0742-915d-473a-a2c4-73e8ff38ae6e,Date Information,Section under form,ConvSet,Date Information,N/A,,,,,,,,,,,
63b7b5e7-864c-4713-87eb-a6ef22909202,Baseline Treatment Plan For Patient,Section under form,ConvSet,Baseline Treatment Plan For Patient,N/A,,,,,,,,,,,
77337eb4-01e4-4df5-bf30-c5b7f6507650,Barrier Assessment If Patient would be taking treatment from routine NTEP protocol for additional Support,Section under form,ConvSet,Barrier Assessment If Patient would be taking treatment from routine NTEP protocol for additional Support,N/A,,,,,,,,,,,
d9f0f5e1-d450-4ada-be24-cc8dfb6417e9,Types of Social Support Offered Until the Date,Section under form,ConvSet,Types of Social Support Offered Until the Date,N/A,,,,,,,,,,,
2a77486b-5892-41d4-a58d-785a40650067,Form Filled Details,Section under form,ConvSet,Form Filled Details,N/A,,,,,,,,,,,
355b05d1-9027-4f36-983b-8141d0ea3644,Address,Section under form,ConvSet,Address,N/A,,,,,,,,,,,
30285ac3-73c0-42a9-b0b1-44d7366c1449,Demographic Information,Section under form,ConvSet,Demographic Information,N/A,,,,,,,,,,,
585c6ed8-b310-48d6-b50e-9104bf1eaa74,TB Study Diagnosis Process Information,Section under form,ConvSet,TB Study Diagnosis Process Information,N/A,,,,,,,,,,,
c684ebc4-8ee2-4433-a00f-263133a879af,TB Study Enrollment Information,Section under form,ConvSet,TB Study Enrollment Information,N/A,,,,,,,,,,,
5d90c6c6-0063-4b3b-9166-565019e6cedd,Details,Section under form,ConvSet,Details,N/A,,,,,,,,,,,
c16bf971-6af5-4b0d-be20-3168cdf248cd,Illness information,Section under form,ConvSet,Illness information,N/A,,,,,,,,,,,
d4e5794d-70c4-4d42-95f9-83dc0e771e54,Treatment,Section under form,ConvSet,Treatment,N/A,,,,,,,,,,,
eb580edf-f0a0-4352-9f46-0c9d3de43b28,Referral,Section under form,ConvSet,Referral,N/A,,,,,,,,,,,
37d9e246-e8ad-4d72-b36e-3f49cefbb5eb,Details,Section under form,ConvSet,Details,N/A,,,,,,,,,,,
9920dc76-de60-4549-af37-f885080738b7,Anthropometry,Section under form,ConvSet,Anthropometry,N/A,,,,,,,,,,,
7192a3ad-faeb-4ee2-ab44-95bddee4656b,Baseline disease information,Section under form,ConvSet,Baseline disease information,N/A,,,,,,,,,,,
8899b3d8-0cf5-4f13-ad0e-a3d882544fde,Symptoms of extra pulmonary TB,Section under form,ConvSet,Symptoms of extra pulmonary TB,N/A,,,,,,,,,,,
6e89c51b-cf04-408c-a741-b534cc2b05eb,Baseline Lab,Section under form,ConvSet,Baseline Lab,N/A,,,,,,,,,,,
62f7ae23-4940-4e10-92ae-dc7037ab4250,Medicine,Section under form,ConvSet,Medicine,N/A,,,,,,,,,,,
2e3f9bfb-aef0-4c51-8b5f-8180c96d5f34,Next Visit,Section under form,ConvSet,Next Visit,N/A,,,,,,,,,,,
4288fc26-ad28-4545-ae3e-f325852831bf,Complete diagnosis,Section under form,ConvSet,Complete diagnosis,N/A,,,,,,,,,,,
270d223b-3593-46d6-a4fd-50f8817c0ab7,Details,Section under form,ConvSet,Details,N/A,,,,,,,,,,,
8f2818c7-0512-4e77-ae9f-846afcd70cae,Enrolment Details,Section under form,ConvSet,Enrolment Details,N/A,,,,,,,,,,,
6cff2f40-fd04-48e1-89d8-497142e20d4d,Date and time of abortion,,Misc,Date and time of abortion,DateTime,,,,,,,,,,,
cb23a7f2-8746-402d-88b7-013a70e01e2b,Type of abortion,,Misc,Type of abortion,Coded,,,,,,,,,,,
cb23a7f2-8746-402d-88b7-013a70e01e2b,Type of abortion,,Misc,Type of abortion,Coded,,,,,,,,,,,
cb23a7f2-8746-402d-88b7-013a70e01e2b,Type of abortion,,Misc,Type of abortion,Coded,,,,,,,,,,,
16e2956e-1265-4e2c-b4ef-eb7568b5c69d,Place of Abortion,,Misc,Place of Abortion,Coded,,,,,,,,,,,
16e2956e-1265-4e2c-b4ef-eb7568b5c69d,Place of Abortion,,Misc,Place of Abortion,Coded,,,,,,,,,,,
16e2956e-1265-4e2c-b4ef-eb7568b5c69d,Place of Abortion,,Misc,Place of Abortion,Coded,,,,,,,,,,,
16e2956e-1265-4e2c-b4ef-eb7568b5c69d,Place of Abortion,,Misc,Place of Abortion,Coded,,,,,,,,,,,
16e2956e-1265-4e2c-b4ef-eb7568b5c69d,Place of Abortion,,Misc,Place of Abortion,Coded,,,,,,,,,,,
16e2956e-1265-4e2c-b4ef-eb7568b5c69d,Place of Abortion,,Misc,Place of Abortion,Coded,,,,,,,,,,,
16e2956e-1265-4e2c-b4ef-eb7568b5c69d,Place of Abortion,,Misc,Place of Abortion,Coded,,,,,,,,,,,
16e2956e-1265-4e2c-b4ef-eb7568b5c69d,Place of Abortion,,Misc,Place of Abortion,Coded,,,,,,,,,,,
16e2956e-1265-4e2c-b4ef-eb7568b5c69d,Place of Abortion,,Misc,Place of Abortion,Coded,,,,,,,,,,,
26d8c447-3c27-4a42-a47a-8b4a2b1946e9,Specify other place of abortion,,Misc,Specify other place of abortion,Text,,,,,,,,,,,
68740322-f381-4de6-9e06-ad9f93e81f93,Abortion done by,,Misc,Abortion done by,Coded,,,,,,,,,,,
68740322-f381-4de6-9e06-ad9f93e81f93,Abortion done by,,Misc,Abortion done by,Coded,,,,,,,,,,,
68740322-f381-4de6-9e06-ad9f93e81f93,Abortion done by,,Misc,Abortion done by,Coded,,,,,,,,,,,
68740322-f381-4de6-9e06-ad9f93e81f93,Abortion done by,,Misc,Abortion done by,Coded,,,,,,,,,,,
68740322-f381-4de6-9e06-ad9f93e81f93,Abortion done by,,Misc,Abortion done by,Coded,,,,,,,,,,,
d346b862-6d69-4b1e-b6dc-2cee6036d066,Specify the who other did the abortion,,Misc,Specify the who other did the abortion,Text,,,,,,,,,,,
e1dab606-f18e-4007-940a-5df6f48af91a,"If self medication, where did woman get the medicine from",,Misc,"If self medication, where did woman get the medicine from",Coded,,,,,,,,,,,
e1dab606-f18e-4007-940a-5df6f48af91a,"If self medication, where did woman get the medicine from",,Misc,"If self medication, where did woman get the medicine from",Coded,,,,,,,,,,,
e1dab606-f18e-4007-940a-5df6f48af91a,"If self medication, where did woman get the medicine from",,Misc,"If self medication, where did woman get the medicine from",Coded,,,,,,,,,,,
e1dab606-f18e-4007-940a-5df6f48af91a,"If self medication, where did woman get the medicine from",,Misc,"If self medication, where did woman get the medicine from",Coded,,,,,,,,,,,
ad707cd2-4ddd-4d5e-89ba-6a9eea4e792d,Other place from where woman got the medicine,,Misc,Other place from where woman got the medicine,Text,,,,,,,,,,,
3fc12cff-0b61-45f5-af60-93b0f19570da,Complication due to abortion,,Misc,Complication due to abortion,Coded,,,,,,,,,,,
3fc12cff-0b61-45f5-af60-93b0f19570da,Complication due to abortion,,Misc,Complication due to abortion,Coded,,,,,,,,,,,
3fc12cff-0b61-45f5-af60-93b0f19570da,Complication due to abortion,,Misc,Complication due to abortion,Coded,,,,,,,,,,,
3fc12cff-0b61-45f5-af60-93b0f19570da,Complication due to abortion,,Misc,Complication due to abortion,Coded,,,,,,,,,,,
3fc12cff-0b61-45f5-af60-93b0f19570da,Complication due to abortion,,Misc,Complication due to abortion,Coded,,,,,,,,,,,
3fc12cff-0b61-45f5-af60-93b0f19570da,Complication due to abortion,,Misc,Complication due to abortion,Coded,,,,,,,,,,,
39633d82-8da1-458e-a759-1d558d3a3a92,Other complication faced due to abortion,,Misc,Other complication faced due to abortion,Text,,,,,,,,,,,
aba42644-f860-4c73-aa0e-8b22c563cbb0,Name of village where woman got abortion done,,Misc,Name of village where woman got abortion done,Text,,,,,,,,,,,
77d122e8-0620-4754-8375-b0cbe329003c,Does woman require referral?,,Misc,Does woman require referral?,Coded,,,,,,,,,,,
77d122e8-0620-4754-8375-b0cbe329003c,Does woman require referral?,,Misc,Does woman require referral?,Coded,,,,,,,,,,,
77d122e8-0620-4754-8375-b0cbe329003c,Does woman require referral?,,Misc,Does woman require referral?,Coded,,,,,,,,,,,
77d122e8-0620-4754-8375-b0cbe329003c,Does woman require referral?,,Misc,Does woman require referral?,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
d169efa9-49af-4c84-ae09-b1b7296c62da,Other place of referral,,Misc,Other place of referral,Text,,,,,,,,,,,
8a56f008-a910-4d6f-b028-a95db330dbf2,Referral reason,,Misc,Referral reason,Coded,,,,,,,,,,,
8a56f008-a910-4d6f-b028-a95db330dbf2,Referral reason,,Misc,Referral reason,Coded,,,,,,,,,,,
8a56f008-a910-4d6f-b028-a95db330dbf2,Referral reason,,Misc,Referral reason,Coded,,,,,,,,,,,
8a56f008-a910-4d6f-b028-a95db330dbf2,Referral reason,,Misc,Referral reason,Coded,,,,,,,,,,,
8a56f008-a910-4d6f-b028-a95db330dbf2,Referral reason,,Misc,Referral reason,Coded,,,,,,,,,,,
8a56f008-a910-4d6f-b028-a95db330dbf2,Referral reason,,Misc,Referral reason,Coded,,,,,,,,,,,
8a56f008-a910-4d6f-b028-a95db330dbf2,Referral reason,,Misc,Referral reason,Coded,,,,,,,,,,,
8a56f008-a910-4d6f-b028-a95db330dbf2,Referral reason,,Misc,Referral reason,Coded,,,,,,,,,,,
8a56f008-a910-4d6f-b028-a95db330dbf2,Referral reason,,Misc,Referral reason,Coded,,,,,,,,,,,
e048675e-eb86-41c2-a47b-aecfa9a3bb8c,Other referral reason,,Misc,Other referral reason,Text,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
0f3c0b07-0014-468d-b01d-9fa1fb60801a,How many times a day does mother change the clothes?,,Misc,How many times a day does mother change the clothes?,Numeric,,,,,,,,,,,
544438f2-4eeb-41a6-9017-d2895d4d76ef,Temperature,,Misc,Temperature,Numeric,,,,,,,,,,,
0c6d2587-382d-4762-8871-b6890d854505,Temperature(celcius),,Misc,Temperature(celcius),Numeric,,,,,,,,,,,
630c0fa3-38f7-427d-a8dd-f1417cf1b7dc,Pulse,,Misc,Pulse,Numeric,,,,,,,,,,,
6874d48e-8c2f-4009-992c-1d3ca1678cc6,Blood Pressure (systolic),,Misc,Blood Pressure (systolic),Numeric,,,,,,,,,,,
da871f6c-cef0-4191-b307-6751b31ac9ec,Blood Pressure (Diastolic),,Misc,Blood Pressure (Diastolic),Numeric,,,,,,,,,,,
7764a974-7ba8-4a13-9ba9-6d8d580f3c99,Is there foul smelling discharge PV,,Misc,Is there foul smelling discharge PV,Coded,,,,,,,,,,,
7764a974-7ba8-4a13-9ba9-6d8d580f3c99,Is there foul smelling discharge PV,,Misc,Is there foul smelling discharge PV,Coded,,,,,,,,,,,
74c618b3-a4e0-4382-9486-70dbf5752d9d,Does mother has seizures?,,Misc,Does mother has seizures?,Coded,,,,,,,,,,,
74c618b3-a4e0-4382-9486-70dbf5752d9d,Does mother has seizures?,,Misc,Does mother has seizures?,Coded,,,,,,,,,,,
43567d78-ad97-46bc-afa1-8522ec9e0180,"Does mother has any breast related issue like swelling, cracked nipple etc?",,Misc,"Does mother has any breast related issue like swelling, cracked nipple etc?",Coded,,,,,,,,,,,
43567d78-ad97-46bc-afa1-8522ec9e0180,"Does mother has any breast related issue like swelling, cracked nipple etc?",,Misc,"Does mother has any breast related issue like swelling, cracked nipple etc?",Coded,,,,,,,,,,,
49cdf65a-a0a8-40f4-b5a6-55c405038891,Did mother die?,,Misc,Did mother die?,Coded,,,,,,,,,,,
49cdf65a-a0a8-40f4-b5a6-55c405038891,Did mother die?,,Misc,Did mother die?,Coded,,,,,,,,,,,
338953ea-6d7e-423e-96d6-f52d5aa37072,Date of Death,,Misc,Date of Death,Date,,,,,,,,,,,
c75a610f-27c3-4fad-9c26-04887c15436e,Referral needed to mother?,,Misc,Referral needed to mother?,Coded,,,,,,,,,,,
c75a610f-27c3-4fad-9c26-04887c15436e,Referral needed to mother?,,Misc,Referral needed to mother?,Coded,,,,,,,,,,,
77d122e8-0620-4754-8375-b0cbe329003c,Does woman require referral?,,Misc,Does woman require referral?,Coded,,,,,,,,,,,
77d122e8-0620-4754-8375-b0cbe329003c,Does woman require referral?,,Misc,Does woman require referral?,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
d169efa9-49af-4c84-ae09-b1b7296c62da,Other place of referral,,Misc,Other place of referral,Text,,,,,,,,,,,
8a56f008-a910-4d6f-b028-a95db330dbf2,Referral reason,,Misc,Referral reason,Coded,,,,,,,,,,,
8a56f008-a910-4d6f-b028-a95db330dbf2,Referral reason,,Misc,Referral reason,Coded,,,,,,,,,,,
8a56f008-a910-4d6f-b028-a95db330dbf2,Referral reason,,Misc,Referral reason,Coded,,,,,,,,,,,
8a56f008-a910-4d6f-b028-a95db330dbf2,Referral reason,,Misc,Referral reason,Coded,,,,,,,,,,,
8a56f008-a910-4d6f-b028-a95db330dbf2,Referral reason,,Misc,Referral reason,Coded,,,,,,,,,,,
8a56f008-a910-4d6f-b028-a95db330dbf2,Referral reason,,Misc,Referral reason,Coded,,,,,,,,,,,
8a56f008-a910-4d6f-b028-a95db330dbf2,Referral reason,,Misc,Referral reason,Coded,,,,,,,,,,,
8a56f008-a910-4d6f-b028-a95db330dbf2,Referral reason,,Misc,Referral reason,Coded,,,,,,,,,,,
8a56f008-a910-4d6f-b028-a95db330dbf2,Referral reason,,Misc,Referral reason,Coded,,,,,,,,,,,
e048675e-eb86-41c2-a47b-aecfa9a3bb8c,Other referral reason,,Misc,Other referral reason,Text,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
80fccb06-a62f-43e8-92eb-358bdb600079,Place of referral,,Misc,Place of referral,Coded,,,,,,,,,,,
4671094b-4fe9-42d4-a933-6cc7d0320209,Status of referral -1,,Misc,Status of referral -1,Coded,,,,,,,,,,,
4671094b-4fe9-42d4-a933-6cc7d0320209,Status of referral -1,,Misc,Status of referral -1,Coded,,,,,,,,,,,
4671094b-4fe9-42d4-a933-6cc7d0320209,Status of referral -1,,Misc,Status of referral -1,Coded,,,,,,,,,,,
4671094b-4fe9-42d4-a933-6cc7d0320209,Status of referral -1,,Misc,Status of referral -1,Coded,,,,,,,,,,,
4671094b-4fe9-42d4-a933-6cc7d0320209,Status of referral -1,,Misc,Status of referral -1,Coded,,,,,,,,,,,
4671094b-4fe9-42d4-a933-6cc7d0320209,Status of referral -1,,Misc,Status of referral -1,Coded,,,,,,,,,,,
4671094b-4fe9-42d4-a933-6cc7d0320209,Status of referral -1,,Misc,Status of referral -1,Coded,,,,,,,,,,,
4671094b-4fe9-42d4-a933-6cc7d0320209,Status of referral -1,,Misc,Status of referral -1,Coded,,,,,,,,,,,
4671094b-4fe9-42d4-a933-6cc7d0320209,Status of referral -1,,Misc,Status of referral -1,Coded,,,,,,,,,,,
4671094b-4fe9-42d4-a933-6cc7d0320209,Status of referral -1,,Misc,Status of referral -1,Coded,,,,,,,,,,,
9c049865-30c3-4a1f-958f-76e39714e1cd,Status of referral -2,,Misc,Status of referral -2,Coded,,,,,,,,,,,
9c049865-30c3-4a1f-958f-76e39714e1cd,Status of referral -2,,Misc,Status of referral -2,Coded,,,,,,,,,,,
9c049865-30c3-4a1f-958f-76e39714e1cd,Status of referral -2,,Misc,Status of referral -2,Coded,,,,,,,,,,,
9c049865-30c3-4a1f-958f-76e39714e1cd,Status of referral -2,,Misc,Status of referral -2,Coded,,,,,,,,,,,
9c049865-30c3-4a1f-958f-76e39714e1cd,Status of referral -2,,Misc,Status of referral -2,Coded,,,,,,,,,,,
9c049865-30c3-4a1f-958f-76e39714e1cd,Status of referral -2,,Misc,Status of referral -2,Coded,,,,,,,,,,,
d920a7c4-a8a9-4dd0-8e09-b5ab3de63565,Status of referred patients,,Misc,Status of referred patients,Coded,,,,,,,,,,,
d920a7c4-a8a9-4dd0-8e09-b5ab3de63565,Status of referred patients,,Misc,Status of referred patients,Coded,,,,,,,,,,,
d920a7c4-a8a9-4dd0-8e09-b5ab3de63565,Status of referred patients,,Misc,Status of referred patients,Coded,,,,,,,,,,,
d920a7c4-a8a9-4dd0-8e09-b5ab3de63565,Status of referred patients,,Misc,Status of referred patients,Coded,,,,,,,,,,,
d920a7c4-a8a9-4dd0-8e09-b5ab3de63565,Status of referred patients,,Misc,Status of referred patients,Coded,,,,,,,,,,,
0ac30adc-5107-4e30-9b8a-c3ef65904cf5,Counselling,,Misc,Counselling,Coded,,,,,,,,,,,
0ac30adc-5107-4e30-9b8a-c3ef65904cf5,Counselling,,Misc,Counselling,Coded,,,,,,,,,,,
0ac30adc-5107-4e30-9b8a-c3ef65904cf5,Counselling,,Misc,Counselling,Coded,,,,,,,,,,,
0ac30adc-5107-4e30-9b8a-c3ef65904cf5,Counselling,,Misc,Counselling,Coded,,,,,,,,,,,
dfe26772-b418-4741-a80b-30fcbe452b5f,Family Planning Benefits for Women,,Misc,Family Planning Benefits for Women,Coded,,,,,,,,,,,
af57d463-f260-4a58-8b08-18f754d0a5e2,The benefits of family planning to the child,,Misc,The benefits of family planning to the child,Coded,,,,,,,,,,,
99593b34-a7f6-445f-aa59-7550f8c0f648,Risks of not adopting family planning,,Misc,Risks of not adopting family planning,Coded,,,,,,,,,,,
9aa87afd-8d1f-4870-9638-7a3b6aefa36d,The exact time and interval of pregnancy,,Misc,The exact time and interval of pregnancy,Coded,,,,,,,,,,,
2e5288f0-1f4b-4c72-bd6d-ae4fa072a1d9,When is the possibility of the next pregnancy after delivery?,,Misc,When is the possibility of the next pregnancy after delivery?,Coded,,,,,,,,,,,
